B19013_001E,geoid
40516.0,47061
36716.0,47029
45511.0,47041
37277.0,47101
39615.0,47131
61291.0,47167
44185.0,47045
55070.0,47065
43306.0,47139
41998.0,47185
46684.0,47163
57714.0,36095
50482.0,36035
68991.0,36083
50407.0,36033
68666.0,36081
57258.0,36115
86553.0,36061
58377.0,36011
93024.0,36087
55522.0,36063
56763.0,36031
116100.0,36059
52327.0,36097
52002.0,36017
52685.0,36045
101031.0,36103
58052.0,36121
55967.0,36075
59449.0,36117
52226.0,36007
56339.0,08053
58121.0,36029
57426.0,36105
79944.0,36071
51659.0,37087
51569.0,37067
56128.0,18089
55522.0,18107
52504.0,18001
46175.0,18041
55637.0,18021
60666.0,18037
62462.0,18047
74072.0,18059
52373.0,18067
60128.0,18115
52618.0,18121
48036.0,18135
49488.0,18007
61030.0,18013
61047.0,18133
47983.0,18175
53629.0,18027
49832.0,18065
47380.0,18083
49522.0,18095
50194.0,18125
49580.0,18131
58279.0,18151
66910.0,56021
84678.0,56039
41614.0,48407
52162.0,48459
59642.0,48473
76692.0,48493
48248.0,48219
79421.0,48329
53411.0,48299
54648.0,48147
49181.0,48041
63054.0,48165
47952.0,48179
52045.0,48237
52148.0,48035
57157.0,48029
40739.0,48023
86913.0,48121
73330.0,48167
68750.0,48393
41679.0,48463
50164.0,48037
44688.0,48263
60632.0,48425
60339.0,48199
43045.0,48289
40101.0,48351
53311.0,48389
75887.0,48453
39120.0,48087
52742.0,48143
43859.0,48345
46743.0,48083
62599.0,48325
47355.0,48213
45117.0,48277
43328.0,48267
54971.0,48477
46232.0,48429
76158.0,48003
53577.0,48177
43382.0,48305
33952.0,48505
64041.0,48221
52083.0,48269
48186.0,48073
51038.0,48119
50344.0,48253
66550.0,09015
73490.0,09011
85898.0,09007
87069.0,09013
95645.0,09001
37022.0,12133
55807.0,12031
45921.0,12007
56775.0,12009
65740.0,12019
50165.0,12067
54513.0,12069
69943.0,12089
54090.0,12103
50584.0,12105
52322.0,12111
40977.0,12043
40820.0,12051
54740.0,12061
39872.0,12063
82252.0,12109
66768.0,12117
54316.0,12005
54514.0,12035
47712.0,12045
38015.0,12077
52279.0,12097
58093.0,12131
41401.0,12039
47240.0,12065
45371.0,12083
38682.0,12049
41760.0,12093
58254.0,12095
43640.0,12041
47839.0,12121
49689.0,12001
38568.0,12013
51499.0,12015
39828.0,12029
61133.0,12085
62236.0,12115
59009.0,12081
44237.0,12017
63275.0,12003
67949.0,12113
53106.0,12073
59547.0,12011
70033.0,12087
48812.0,12053
58884.0,12057
40306.0,12123
61410.0,12129
43468.0,13189
66178.0,13211
51358.0,13149
39584.0,13095
47997.0,13111
61723.0,13153
39120.0,13175
47111.0,13255
32405.0,13271
60553.0,18171
50243.0,18165
59237.0,18179
54857.0,18003
57949.0,18031
43512.0,18035
64468.0,18043
52718.0,18077
54191.0,18079
72440.0,18081
50657.0,18103
64335.0,18109
55462.0,18051
55356.0,18111
47917.0,18117
52769.0,18141
61366.0,18085
52658.0,18099
49383.0,18155
49708.0,18163
43505.0,18009
48700.0,18143
49839.0,18105
57021.0,18039
41662.0,18025
49415.0,18017
48316.0,18097
46516.0,18177
57115.0,19023
56750.0,19071
60910.0,19079
50431.0,19173
49900.0,19175
57130.0,19195
55271.0,19159
53363.0,19001
60034.0,19037
54427.0,19039
59969.0,19059
62542.0,19103
52881.0,19107
56037.0,19171
46246.0,19179
56419.0,19069
59212.0,19027
67795.0,19031
50406.0,19067
53050.0,19073
56673.0,19115
64982.0,19119
50021.0,13291
36173.0,37017
57194.0,37031
35527.0,37015
40090.0,37117
47162.0,37143
43579.0,37157
64572.0,37029
52835.0,37071
59963.0,37125
52623.0,37167
42222.0,37199
67031.0,37037
59865.0,37101
51020.0,37145
40962.0,37009
39402.0,37107
50278.0,37133
42608.0,37161
44682.0,37197
44557.0,37023
64453.0,38097
65492.0,38021
68871.0,38101
64549.0,38067
60164.0,38041
64482.0,38017
55902.0,38029
61371.0,38077
56681.0,38001
54868.0,38027
82181.0,38057
63903.0,38073
38939.0,38085
58690.0,38033
52300.0,38095
62865.0,38023
63073.0,38081
44899.0,39105
60112.0,39021
68720.0,39057
45118.0,39087
42341.0,39115
55767.0,39175
54226.0,39043
56754.0,39091
57181.0,39153
39324.0,16059
50579.0,16075
47556.0,16009
50256.0,16017
46154.0,16033
40875.0,16037
46855.0,16039
58065.0,16043
39160.0,16065
39386.0,16079
41516.0,16049
74216.0,16081
48823.0,16077
40992.0,16087
52561.0,17067
60738.0,17119
77350.0,17063
58902.0,17091
59787.0,17131
92809.0,17043
36806.0,17003
74684.0,17129
58142.0,17099
64660.0,17031
50480.0,17115
48805.0,17177
50251.0,17191
72808.0,17203
42769.0,17055
44471.0,17109
86799.0,17111
54112.0,20071
52883.0,20051
48778.0,20107
49291.0,20175
89087.0,20091
71995.0,20121
39643.0,20207
56492.0,20135
43917.0,20011
53274.0,20097
56762.0,20177
40298.0,20019
49936.0,20155
49703.0,20043
55064.0,20081
65417.0,20171
48333.0,20013
50093.0,20147
48125.0,20039
52631.0,21079
63050.0,21037
32306.0,21063
47643.0,21123
55093.0,21167
38390.0,21207
53743.0,21229
41459.0,21009
57217.0,21091
54367.0,21093
51861.0,21149
37469.0,21197
44775.0,21033
48308.0,21019
57291.0,21067
37055.0,21115
36134.0,21175
39998.0,21199
38021.0,21001
27344.0,21025
38396.0,21099
53056.0,21223
42929.0,21105
52528.0,21143
31147.0,21135
63820.0,21239
31627.0,21131
32798.0,21127
46080.0,21145
57196.0,46015
43438.0,46053
61772.0,46099
48980.0,46025
61699.0,46077
50724.0,46027
47475.0,46041
64783.0,46065
56875.0,46111
54155.0,46059
58342.0,46135
52313.0,46005
50570.0,46035
49632.0,46073
71382.0,46117
54583.0,46107
50481.0,46023
63723.0,46091
57981.0,46105
39005.0,21235
32730.0,21071
64339.0,21117
28147.0,21153
38230.0,21205
44522.0,21217
45109.0,21039
31688.0,21065
47269.0,22079
47832.0,22105
38500.0,22123
37691.0,22021
22346.0,22035
31965.0,22039
44661.0,22087
65385.0,22121
33816.0,22081
28567.0,22069
40129.0,22025
35282.0,22041
43759.0,22007
51945.0,22113
32500.0,22029
49204.0,23017
50808.0,23019
53509.0,23001
73072.0,23005
67830.0,23031
44256.0,23025
63499.0,24047
73547.0,24041
74336.0,25001
59230.0,25003
89489.0,25023
103291.0,25021
107717.0,25019
62965.0,26005
45570.0,26003
50104.0,26127
39565.0,26035
45116.0,26073
49988.0,26157
43363.0,26007
62625.0,26111
42335.0,26135
70390.0,26037
47848.0,26057
55450.0,26091
49448.0,26117
56951.0,26147
72586.0,26161
55107.0,26027
42054.0,26143
51947.0,26023
53658.0,26075
62855.0,26099
46065.0,26013
64348.0,26045
37640.0,13293
38068.0,13303
52493.0,13311
46636.0,13225
68370.0,13223
42804.0,13229
64878.0,13231
42728.0,13245
39842.0,13251
40730.0,13267
40415.0,13019
52748.0,17135
54232.0,17195
52993.0,17001
66639.0,17027
63317.0,17037
51080.0,17047
54256.0,17079
49896.0,17081
46515.0,17183
86961.0,17197
50734.0,17199
56531.0,17023
56714.0,17041
56685.0,17049
51643.0,17057
49885.0,17061
54046.0,17065
51250.0,17069
59933.0,17073
52774.0,17087
44129.0,17095
55160.0,17105
57118.0,17171
63454.0,17179
50310.0,17187
57712.0,18061
53658.0,18091
54259.0,18169
63892.0,18073
52726.0,18101
71152.0,18127
56332.0,18137
57305.0,18147
58118.0,18159
45230.0,18167
73482.0,18173
56421.0,18033
64498.0,18087
54346.0,18139
83077.0,18011
38839.0,26053
63452.0,27093
68584.0,27131
58576.0,27125
65269.0,27027
61207.0,27045
59343.0,27119
63439.0,27143
54065.0,27165
53900.0,27011
52204.0,27021
56709.0,27057
52798.0,27091
55304.0,27105
89250.0,27141
101496.0,27019
62121.0,27085
64660.0,27123
59329.0,27169
74575.0,27039
56549.0,27035
84974.0,27171
53077.0,27081
56135.0,27095
63098.0,27017
57163.0,27065
58308.0,01115
44918.0,01043
47580.0,01069
53326.0,01125
55637.0,01031
47468.0,01021
38990.0,01037
44637.0,01055
38364.0,01075
40688.0,01013
43629.0,01127
24145.0,01063
37785.0,01011
42289.0,01017
58059.0,02100
88390.0,02110
41413.0,02290
81719.0,02068
59803.0,02105
53894.0,02275
53379.0,04019
43524.0,04007
49260.0,04003
32508.0,04001
45243.0,04027
40067.0,04017
37233.0,05021
46997.0,05043
37218.0,05121
45374.0,05009
46596.0,05079
40161.0,05035
52827.0,05045
46157.0,13295
71026.0,13135
62345.0,13013
41961.0,13049
27658.0,13065
57423.0,13015
63835.0,13097
43531.0,13131
31860.0,13141
48623.0,13313
32161.0,13193
45649.0,13285
76319.0,13145
44448.0,13249
45398.0,13321
37340.0,13093
42607.0,13109
37297.0,13307
66822.0,13103
45000.0,13125
26667.0,13239
56842.0,13051
42446.0,13167
40986.0,13173
52500.0,13195
38116.0,13205
45639.0,13277
44891.0,13233
38549.0,13263
34768.0,13273
43740.0,13275
38996.0,13319
47120.0,13221
31699.0,13243
36869.0,13299
45483.0,13305
36964.0,13315
43672.0,13009
45550.0,13031
22325.0,13061
39494.0,13101
62399.0,13089
48550.0,13143
33944.0,13163
39742.0,13181
48033.0,13213
45148.0,13235
42500.0,13241
48219.0,13281
32241.0,13283
37736.0,13155
40304.0,13001
63806.0,39149
53183.0,39171
48345.0,39029
63092.0,39051
44858.0,39053
46042.0,39099
41330.0,39145
59452.0,39117
36719.0,05089
36438.0,05129
66362.0,05007
43889.0,05059
41682.0,05087
45972.0,08033
53300.0,08057
49470.0,08083
83019.0,08013
52022.0,08125
77443.0,08107
67060.0,08019
46783.0,08101
73622.0,08093
55379.0,08077
68779.0,08041
77469.0,08005
73892.0,10003
60910.0,10001
79906.0,09005
63299.0,12099
51347.0,12086
46643.0,12037
38569.0,12047
57226.0,12119
39102.0,12059
57832.0,12071
69653.0,12021
52828.0,12101
40942.0,12055
35438.0,12027
46494.0,12023
37670.0,12107
44270.0,12125
37326.0,12075
49494.0,12127
37037.0,12079
50915.0,12033
63412.0,12091
51790.0,13187
44542.0,13201
90751.0,13219
71288.0,13151
54605.0,13183
47164.0,13257
36669.0,13161
34167.0,13037
41334.0,13021
44643.0,13197
48174.0,13023
42488.0,13119
44846.0,13171
37453.0,13107
51250.0,13159
48007.0,13179
33357.0,13253
34879.0,13289
33832.0,13269
40175.0,13279
58957.0,39135
53131.0,39003
44971.0,39033
45917.0,39059
62952.0,39107
50873.0,39023
58427.0,39093
51542.0,39113
87125.0,39165
46700.0,39007
46809.0,40071
43329.0,40035
72056.0,40017
44214.0,40077
52282.0,40139
37692.0,40127
41332.0,40069
52349.0,40007
39365.0,40063
52161.0,40031
34695.0,40001
47214.0,40137
51419.0,40019
41488.0,40055
39084.0,40091
52478.0,40099
39872.0,40115
62795.0,40145
46592.0,40015
43078.0,40101
44212.0,40013
53412.0,41029
44712.0,41023
80484.0,41005
49895.0,41057
45616.0,41033
54699.0,41059
62257.0,41009
53105.0,41065
41996.0,13209
60189.0,13247
30192.0,13309
47811.0,13011
38623.0,13059
52977.0,13127
65385.0,13157
56020.0,13169
46408.0,13215
29732.0,13259
37039.0,13287
37197.0,13003
32917.0,13007
33736.0,13043
53737.0,13045
36042.0,13081
77932.0,13067
42581.0,13083
38285.0,13027
38678.0,13105
27375.0,13165
56316.0,13217
36435.0,13071
47864.0,13063
62984.0,13139
80948.0,15009
53841.0,16071
45492.0,16045
48856.0,16003
52921.0,16053
41198.0,16061
43798.0,16073
43423.0,16021
59053.0,16029
51734.0,16005
60615.0,16019
52134.0,16027
49158.0,16057
61912.0,17167
53816.0,17157
60986.0,17141
51437.0,17137
49290.0,17193
53676.0,17071
67675.0,17113
52428.0,17145
54858.0,17161
50770.0,17185
56206.0,17035
57946.0,17085
46636.0,17101
58465.0,17123
52834.0,17021
37241.0,17077
55842.0,17143
70849.0,17147
54907.0,17175
57289.0,17005
52410.0,17015
63028.0,17083
121160.0,24027
84920.0,24033
100798.0,24003
76866.0,24005
97730.0,24021
109313.0,24009
52617.0,24023
58598.0,24029
108820.0,24031
53553.0,02050
79306.0,02185
73682.0,02220
76992.0,02090
72728.0,02130
75493.0,02170
61048.0,02180
56898.0,02070
71607.0,02282
44135.0,02164
70056.0,02240
84928.0,02020
69250.0,02013
79867.0,02261
66064.0,02122
73906.0,02230
52379.0,02198
69948.0,02195
36754.0,02158
64468.0,04013
51353.0,04009
41259.0,04023
34643.0,04012
45587.0,04015
59460.0,04005
52451.0,04025
63473.0,04011
58174.0,04021
38042.0,05099
46787.0,05037
38072.0,05039
36193.0,05027
64412.0,05125
38499.0,05141
42876.0,05065
44319.0,05063
41466.0,05083
55388.0,05053
38923.0,05047
40401.0,05109
40726.0,05069
35741.0,05097
36092.0,05127
46228.0,05131
46828.0,05033
34147.0,05017
38511.0,05071
29681.0,05077
61038.0,19125
62556.0,19183
53333.0,19197
50187.0,19029
56550.0,19035
55755.0,19047
51267.0,19057
51128.0,19065
63854.0,19085
56073.0,19109
72079.0,19129
47605.0,19133
58453.0,19139
59725.0,19143
67637.0,19153
47466.0,19187
56756.0,19169
59224.0,19193
53539.0,19013
68038.0,19075
57549.0,19105
58302.0,19131
51696.0,19137
58232.0,19161
67297.0,19149
64837.0,19019
51688.0,19045
44462.0,19053
47708.0,19101
52216.0,19005
64903.0,19113
88479.0,19049
53703.0,19141
52054.0,20187
59316.0,20119
45157.0,20125
52327.0,20151
53207.0,20153
50213.0,20003
54902.0,20053
53133.0,20061
51711.0,20057
44792.0,20167
51895.0,20117
45333.0,20001
47639.0,20023
50102.0,20035
38750.0,20049
56582.0,20059
61211.0,20083
40676.0,20089
53012.0,20159
49375.0,20185
54090.0,20139
59583.0,20031
41004.0,20037
41982.0,20073
96769.0,24013
97034.0,24035
89845.0,24037
100003.0,24017
52917.0,24019
60860.0,24043
56956.0,24045
76887.0,24015
58638.0,24011
69669.0,25025
71811.0,25007
102603.0,25017
69095.0,25005
55429.0,25013
79263.0,25009
60950.0,25011
74679.0,25027
70876.0,25015
46486.0,26033
62203.0,26115
79698.0,26125
49622.0,26059
50854.0,26121
65249.0,26089
62641.0,26087
47672.0,26151
50292.0,26083
41546.0,26131
69314.0,26139
40484.0,26001
57043.0,26067
46898.0,26079
50795.0,26021
40373.0,26129
47193.0,26165
47977.0,26039
51645.0,26043
48289.0,26063
52872.0,26065
51725.0,26105
46828.0,26109
47194.0,26113
52086.0,26149
54485.0,26159
42290.0,26011
64490.0,26015
41599.0,26071
57974.0,26019
45500.0,26153
47301.0,26163
63575.0,26055
47938.0,26097
48588.0,26049
47643.0,20099
56524.0,20173
47976.0,20157
46375.0,20065
59435.0,20045
62885.0,20179
64930.0,20069
24331.0,46121
31997.0,46102
55773.0,53039
51240.0,53027
53227.0,53069
55556.0,53025
86691.0,53061
38187.0,54089
40200.0,54025
49936.0,54057
39908.0,54041
41882.0,54075
43320.0,54083
46048.0,54105
35024.0,54015
52455.0,54061
43107.0,54103
46639.0,54039
51888.0,54077
43577.0,54085
42345.0,54043
41466.0,54007
40739.0,54005
42332.0,54109
58783.0,55033
54800.0,55043
60696.0,55117
40921.0,55078
57829.0,55011
57882.0,55063
62633.0,55073
58548.0,55121
60652.0,55027
47072.0,55125
56612.0,55071
52672.0,55013
61560.0,55029
62391.0,55039
54583.0,55091
51947.0,55103
52810.0,55137
60691.0,55065
72323.0,55093
75814.0,55015
63733.0,55059
58132.0,56019
63269.0,20199
45353.0,20017
57806.0,20189
43429.0,20183
53413.0,20067
56165.0,26009
43183.0,26061
84221.0,26093
43678.0,26069
37320.0,26085
50055.0,26101
57914.0,20085
60469.0,20095
51740.0,20109
63216.0,20131
66835.0,20149
46881.0,20209
43175.0,20021
64782.0,20015
53929.0,20027
45076.0,20105
52200.0,20169
55000.0,20191
57966.0,20195
61178.0,20197
48341.0,20205
46203.0,20123
51286.0,20141
50439.0,20005
60798.0,20055
46944.0,20075
73013.0,20103
50588.0,20201
57978.0,20203
47750.0,20129
49038.0,20137
49723.0,20009
45373.0,20029
50902.0,20047
52125.0,20101
47981.0,20165
52123.0,20115
46291.0,20133
54784.0,20143
51208.0,20161
50174.0,20007
49991.0,20041
64864.0,20087
51655.0,21089
44612.0,21069
34736.0,21043
48714.0,21081
56586.0,21111
48014.0,21141
45377.0,21161
54375.0,21191
41902.0,21201
80166.0,21215
44898.0,21011
45048.0,21007
46382.0,21021
35899.0,21087
26478.0,21095
41013.0,21159
42919.0,21137
34879.0,21171
45564.0,21183
46673.0,21225
42119.0,21233
41505.0,48249
58811.0,48111
41772.0,26119
47948.0,26141
44619.0,26051
56511.0,26077
45018.0,26107
53970.0,26103
50326.0,26123
44032.0,26133
54332.0,26137
48607.0,26025
48044.0,26031
45469.0,26095
63053.0,26081
48000.0,26145
56032.0,26155
48819.0,26017
55760.0,26029
47434.0,26041
55829.0,26047
50870.0,27071
57815.0,27097
60122.0,27113
64903.0,27147
60595.0,27167
49351.0,27001
53156.0,27043
60231.0,27101
60294.0,27067
61452.0,27075
63005.0,27133
62202.0,27135
51957.0,27155
60284.0,27005
78167.0,27053
61120.0,27015
55269.0,27023
50386.0,27029
66800.0,27049
74616.0,27059
58727.0,27063
54295.0,27099
53422.0,27115
76951.0,27109
46605.0,27159
57715.0,27009
53631.0,27047
55139.0,27061
61275.0,27121
60559.0,27149
51620.0,27151
52087.0,27033
102152.0,27139
65226.0,27157
52917.0,27117
55085.0,27107
67399.0,27103
97743.0,48157
47500.0,48235
35521.0,48489
43239.0,48115
57731.0,48051
55919.0,48355
51579.0,48379
35862.0,48385
59868.0,48431
74872.0,48065
49471.0,48161
41859.0,48197
40227.0,48045
51494.0,48291
83750.0,48301
52928.0,48395
55234.0,48401
41357.0,48455
58661.0,48019
43181.0,48075
79936.0,48091
37904.0,48225
48529.0,48349
54326.0,48415
51250.0,48433
64597.0,48021
44578.0,48025
65969.0,48103
56139.0,50021
60925.0,50017
60987.0,50027
74665.0,49049
63224.0,49013
65264.0,49047
83310.0,49011
55554.0,49015
54565.0,49017
73991.0,51093
40417.0,51620
42632.0,51678
37952.0,51089
66987.0,51101
60975.0,51109
47202.0,51147
61864.0,51165
42273.0,21035
34819.0,21045
43919.0,21047
51673.0,21059
38612.0,21085
48926.0,21101
53926.0,21103
47170.0,21107
32138.0,21109
41526.0,21125
55113.0,21157
56603.0,21163
45516.0,21173
38149.0,21181
99128.0,21185
63819.0,27041
55466.0,27051
59643.0,27069
71080.0,27079
48801.0,21187
35720.0,21203
70817.0,21209
52270.0,21227
44036.0,21003
49637.0,21017
63348.0,21029
45244.0,21055
30114.0,21075
31198.0,21119
39325.0,21165
43590.0,21177
33640.0,21193
24623.0,21237
26840.0,21051
26272.0,21013
35344.0,21057
44043.0,21083
25275.0,21129
41763.0,21031
43401.0,21061
48438.0,21097
49158.0,21023
60127.0,21179
34914.0,21231
40107.0,21155
50536.0,21221
78327.0,21015
58245.0,21113
30181.0,21121
29886.0,21133
50839.0,21139
34856.0,21195
67056.0,21211
55334.0,21005
47190.0,21027
56274.0,21073
28105.0,21147
50060.0,21151
37386.0,21169
30284.0,21189
48623.0,21213
54953.0,21049
44005.0,21219
43524.0,21041
32184.0,21053
52167.0,21077
34029.0,22083
44688.0,27087
83464.0,27025
55404.0,27127
59210.0,27173
53585.0,27153
49160.0,27007
57429.0,27013
60382.0,27055
53071.0,27073
49967.0,27077
58682.0,27111
56762.0,27161
55646.0,27137
82175.0,27003
62789.0,27145
86036.0,27037
57730.0,27083
60118.0,27089
59028.0,27129
96671.0,27163
57432.0,27031
40000.0,29103
46757.0,29139
41062.0,29207
44261.0,29007
46086.0,29077
38870.0,29185
42694.0,29197
53478.0,29029
65454.0,29099
38679.0,29143
55377.0,29173
52965.0,30017
54427.0,30075
43194.0,30085
44875.0,30051
67205.0,30083
50721.0,30101
57440.0,30019
43661.0,30045
41820.0,30023
49701.0,30055
57992.0,30087
58596.0,30021
60594.0,30007
46212.0,30071
51094.0,31009
47287.0,31049
52708.0,31113
51821.0,31169
53023.0,31001
54979.0,31011
48656.0,22099
49141.0,22115
38353.0,22127
54948.0,22033
40336.0,22085
46446.0,22003
30350.0,22065
42105.0,22053
51603.0,22093
42505.0,22043
59637.0,22125
54032.0,22051
30441.0,01099
44886.0,01079
51463.0,01081
35930.0,01093
39848.0,01107
24320.0,01119
53901.0,01073
35892.0,01023
43514.0,01059
33241.0,01091
42443.0,01113
41919.0,01019
42189.0,01039
43163.0,01041
33845.0,01047
48094.0,01077
30036.0,01085
33370.0,01087
59686.0,01083
77799.0,01117
35788.0,01133
58320.0,01003
60891.0,01051
41769.0,01071
41325.0,01121
41370.0,01129
40845.0,01027
52156.0,01103
37446.0,01109
48065.0,01033
47214.0,01045
34046.0,01065
40440.0,01049
36275.0,01053
43395.0,01111
47583.0,01097
23447.0,01105
44741.0,01029
37837.0,01035
32525.0,01005
47542.0,01007
47255.0,01015
37404.0,01025
39856.0,01057
56250.0,31149
50781.0,31163
53209.0,22011
30272.0,22013
54268.0,22015
53423.0,22023
51803.0,22037
57429.0,22095
57204.0,22075
41121.0,22073
37570.0,22117
