B19013_001E,geoid
45376.0,26017
47366.0,26019
43633.0,26021
41856.0,26023
42110.0,26025
44346.0,26027
45949.0,26029
38410.0,26031
41637.0,26033
32668.0,26035
60466.0,26037
40295.0,26039
42676.0,26041
44136.0,26043
54115.0,26045
50929.0,26047
42089.0,26049
37626.0,26051
34252.0,26053
51766.0,26055
40359.0,26057
41759.0,26059
35430.0,26061
40204.0,26063
45321.0,26065
47892.0,26067
36236.0,26069
34685.0,26071
36372.0,26073
46615.0,26075
45775.0,26077
40140.0,26079
51667.0,26081
39038.0,26083
29379.0,26085
52939.0,26087
55018.0,26089
47766.0,26091
72359.0,26093
39469.0,26095
38704.0,26097
53451.0,26099
41551.0,26101
45622.0,26103
41136.0,26105
39470.0,26107
41739.0,26109
53076.0,26111
41061.0,26113
53972.0,26115
40451.0,26117
35261.0,26119
40979.0,26121
42571.0,26123
65594.0,26125
40023.0,26127
34619.0,26129
34620.0,26131
37788.0,26133
33239.0,26135
47584.0,26137
56453.0,26139
39652.0,26141
33334.0,26143
42331.0,26145
48066.0,26147
44051.0,26149
40478.0,26151
35260.0,26153
46217.0,26155
43039.0,26157
45129.0,26159
59055.0,26161
41184.0,26163
40965.0,26165
41617.0,27001
70380.0,27003
50214.0,27005
43231.0,27007
52200.0,27009
46313.0,27011
49935.0,27013
48256.0,27015
53016.0,27017
83773.0,27019
45045.0,27021
49434.0,27023
67157.0,27025
52410.0,27027
43269.0,27029
52215.0,27031
45294.0,27033
47058.0,27035
73732.0,27037
69301.0,27039
50905.0,27041
44264.0,27043
50657.0,27045
44683.0,27047
56836.0,27049
50030.0,27051
64403.0,27053
52545.0,27055
45961.0,27057
57353.0,27059
46912.0,27061
51681.0,27063
47068.0,27065
50149.0,27067
48875.0,27069
41108.0,27071
48468.0,27073
46939.0,27075
44069.0,27077
58922.0,27079
47861.0,27081
49594.0,27083
55170.0,27085
40282.0,27087
52198.0,27089
48530.0,27091
53904.0,27093
47862.0,27095
47649.0,27097
46004.0,27099
52160.0,27101
60115.0,27103
48208.0,27105
45389.0,27107
66252.0,27109
48961.0,27111
45633.0,27113
43928.0,27115
46019.0,27117
50695.0,27119
52350.0,27121
54247.0,27123
47569.0,27125
47447.0,27127
50802.0,27129
59915.0,27131
46623.0,27133
50759.0,27135
46517.0,27137
86112.0,27139
73098.0,27141
54017.0,27143
54551.0,27145
56480.0,27147
54206.0,27149
48026.0,27151
45000.0,27153
45714.0,27155
53057.0,27157
36928.0,27159
53657.0,27161
81540.0,27163
49698.0,27165
50507.0,27167
47468.0,27169
71598.0,27171
52510.0,27173
27381.0,28001
33600.0,28003
30750.0,28005
31641.0,28007
31060.0,28009
28599.0,28011
30000.0,28013
31039.0,28015
31061.0,28017
29876.0,28019
23689.0,28021
31362.0,28023
30764.0,28025
26407.0,28027
35421.0,28029
33381.0,28031
58505.0,28033
36726.0,28035
32372.0,28037
43958.0,28039
36888.0,28041
34129.0,28043
44522.0,28045
43124.0,28047
37626.0,28049
22325.0,28051
23600.0,28053
24767.0,28055
50872.0,16019
37003.0,16021
41131.0,16023
41154.0,16025
42105.0,16027
53586.0,16029
42039.0,16031
33200.0,16033
40134.0,16035
39541.0,16037
42842.0,16039
44962.0,16041
44520.0,16043
44432.0,16045
37050.0,16047
37349.0,16049
52023.0,16051
40126.0,16053
49002.0,16055
41735.0,16057
34122.0,16059
36000.0,16061
42433.0,16063
32059.0,16065
43266.0,16067
46503.0,16069
40842.0,16071
32175.0,16073
43649.0,16075
44212.0,16077
38440.0,16079
53931.0,16081
43886.0,16083
50473.0,16085
37453.0,16087
45073.0,17001
26972.0,17003
48163.0,17005
60893.0,17007
42194.0,17009
48977.0,17011
50436.0,17013
47985.0,17015
45734.0,17017
45808.0,17019
45145.0,17021
47405.0,17023
40640.0,17025
61720.0,17027
37040.0,17029
54548.0,17031
46216.0,17033
43958.0,17035
53375.0,17037
51051.0,17039
52741.0,17041
78487.0,17043
42133.0,17045
39075.0,17047
52108.0,17049
44722.0,17051
48866.0,17053
36273.0,17055
45130.0,17057
40330.0,17059
43502.0,17061
64541.0,17063
38417.0,17065
43925.0,17067
37071.0,17069
49389.0,17071
52940.0,17073
47079.0,17075
33479.0,17077
52233.0,17079
42981.0,17081
53954.0,17083
50817.0,17085
40760.0,17087
69530.0,17089
50102.0,17091
81765.0,17093
40667.0,17095
77469.0,17097
52640.0,17099
40145.0,17101
50060.0,17103
54614.0,17105
47133.0,17107
36031.0,17109
76145.0,17111
62089.0,17113
46559.0,17115
49590.0,17117
53633.0,17119
41010.0,17121
51504.0,17123
42260.0,17125
43615.0,17127
58190.0,17129
53136.0,17131
68482.0,17133
41952.0,17135
46809.0,17137
46622.0,17139
54541.0,17141
50712.0,17143
42078.0,17145
63027.0,17147
39845.0,17149
38371.0,17151
33717.0,17153
54196.0,17155
47427.0,17157
44070.0,17159
48702.0,17161
50578.0,17163
37800.0,17165
55449.0,17167
48138.0,17169
49669.0,17171
47188.0,17173
54203.0,17175
43472.0,17177
56067.0,17179
41848.0,17181
41400.0,17183
47365.0,17185
43536.0,17187
52832.0,17189
43605.0,17191
42914.0,17193
47667.0,17195
76147.0,17197
43125.0,17199
47072.0,17201
66639.0,17203
46695.0,18001
49370.0,18003
54165.0,18005
48711.0,18007
39225.0,18009
67255.0,18011
51568.0,18013
50542.0,18015
41940.0,18017
50496.0,18019
46430.0,18021
48953.0,18023
39700.0,18025
47165.0,18027
56946.0,18029
48047.0,18031
47247.0,18033
37474.0,18035
54780.0,18037
45693.0,18039
37391.0,18041
53961.0,18043
45884.0,18045
49516.0,18047
40168.0,18049
49329.0,18051
39747.0,18053
43980.0,18055
82468.0,18057
62981.0,18059
50510.0,18061
68297.0,18063
40679.0,18065
43590.0,18067
46148.0,18069
46501.0,18071
57500.0,18073
40235.0,18075
43795.0,18077
44128.0,18079
61231.0,18081
42119.0,18083
50859.0,18085
47617.0,18087
49035.0,18089
47538.0,18091
42627.0,18093
43120.0,18095
42334.0,18097
45709.0,18099
44740.0,18101
42023.0,18103
40052.0,18105
46797.0,18107
55354.0,18109
50262.0,18111
47117.0,18113
50377.0,18115
38826.0,18117
43950.0,18119
43870.0,18121
47596.0,18123
40680.0,18125
62794.0,18127
58750.0,18129
44764.0,18131
50821.0,18133
40904.0,18135
47537.0,18137
47401.0,18139
44582.0,18141
42898.0,18143
51440.0,18145
52991.0,18147
40126.0,18149
48080.0,18151
43510.0,18153
44143.0,18155
44246.0,18157
52686.0,18159
44161.0,18161
43540.0,18163
42524.0,18165
40692.0,18167
45286.0,18169
52317.0,18171
62351.0,18173
41986.0,18175
38350.0,18177
48136.0,18179
51444.0,18181
51914.0,18183
47892.0,19001
45871.0,19003
48831.0,19005
39208.0,19007
48313.0,19009
56669.0,19011
45747.0,19013
51826.0,19015
61216.0,19017
55553.0,19019
46951.0,19021
52026.0,19023
44484.0,19025
48361.0,19027
43481.0,19029
58088.0,19031
44795.0,19033
48977.0,19035
43971.0,19037
43216.0,19039
49035.0,19041
47494.0,19043
49559.0,19045
46548.0,19047
73847.0,19049
45040.0,19051
36326.0,19053
54076.0,19055
42451.0,19057
56136.0,19059
51475.0,19061
48601.0,19063
45542.0,19065
43826.0,19067
48355.0,19069
50520.0,19071
45865.0,19073
56827.0,19075
50609.0,19077
43589.0,19079
50105.0,19081
49342.0,19083
54583.0,19085
46376.0,19087
46429.0,19089
47897.0,19091
43449.0,19093
58008.0,19095
46467.0,19097
50513.0,19099
48814.0,19101
53424.0,19103
55041.0,19105
42167.0,19107
51812.0,19109
42469.0,19111
57260.0,19113
50583.0,19115
43288.0,19117
52152.0,19119
57581.0,19121
47967.0,19123
54723.0,19125
51555.0,19127
63076.0,19129
51078.0,19131
42025.0,19133
45997.0,19135
44281.0,19137
51425.0,19139
48185.0,19141
48659.0,19143
43010.0,19145
44663.0,19147
58888.0,19149
44073.0,19151
59018.0,19153
51304.0,19155
50349.0,19157
44551.0,19159
48093.0,19161
52735.0,19163
48783.0,19165
57227.0,19167
50516.0,19169
51670.0,19171
43804.0,19173
44838.0,19175
43181.0,19177
41425.0,19179
62535.0,19181
54554.0,19183
40024.0,19185
41624.0,19187
45603.0,19189
53122.0,19191
45856.0,19193
50476.0,19195
45205.0,19197
40554.0,20001
41713.0,20003
45212.0,20005
45920.0,20007
44981.0,20009
39591.0,20011
39968.0,20013
56454.0,20015
36815.0,20017
39529.0,20019
39746.0,20021
37875.0,20023
41129.0,20025
45233.0,20027
38534.0,20029
51793.0,20031
39375.0,20033
41878.0,20035
37378.0,20037
39333.0,20039
48890.0,20041
46512.0,20043
49508.0,20045
46551.0,20047
34089.0,20049
43085.0,20051
45865.0,20053
47945.0,20055
51178.0,20057
49543.0,20059
46908.0,20061
44866.0,20063
47500.0,20065
53213.0,20067
57808.0,20069
52847.0,20071
38346.0,20073
43357.0,20075
38313.0,20077
50287.0,20079
52415.0,20081
52375.0,20083
54546.0,20085
56875.0,20087
39884.0,20089
74717.0,20091
52264.0,20093
47466.0,20095
44650.0,20097
40916.0,20099
53021.0,20101
63435.0,20103
40811.0,20105
45519.0,20107
41765.0,20109
38981.0,20111
54167.0,20113
45830.0,20115
44032.0,20117
51000.0,20119
58936.0,20121
46667.0,20123
39669.0,20125
47445.0,20127
46607.0,20129
47122.0,20131
42071.0,20133
48800.0,20135
46029.0,20137
50205.0,20139
37925.0,20141
58396.0,20143
44078.0,20145
43059.0,20147
56854.0,20149
46035.0,20151
43482.0,20153
43798.0,20155
39572.0,20157
45336.0,20159
43962.0,20161
42449.0,20163
42610.0,20165
37111.0,20167
47215.0,20169
50605.0,20171
49865.0,20173
50185.0,20175
48451.0,20177
48674.0,20179
38634.0,20181
45556.0,20183
43292.0,20185
46382.0,20187
54494.0,20189
47894.0,20191
48187.0,20193
45714.0,20195
54694.0,20197
47454.0,20199
42515.0,20201
53018.0,20203
38917.0,20205
33839.0,20207
39402.0,20209
32524.0,21001
40008.0,21003
52646.0,21005
44588.0,21007
38873.0,21009
30797.0,21011
26228.0,21013
67225.0,21015
40933.0,21017
40379.0,21019
41473.0,21021
39196.0,21023
24045.0,21025
38907.0,21027
54836.0,21029
35430.0,21031
37127.0,21033
39677.0,21035
54306.0,21037
39049.0,21039
40160.0,21041
36406.0,21043
29934.0,21045
38904.0,21047
45853.0,21049
21883.0,21051
27100.0,21053
34261.0,21055
31593.0,21057
46555.0,21059
37646.0,21061
24246.0,21063
29184.0,21065
48398.0,21067
32495.0,21069
30476.0,21071
46071.0,21073
33582.0,21075
43793.0,21077
44652.0,21079
46159.0,21081
38394.0,21083
32399.0,21085
34406.0,21087
44060.0,21089
51189.0,21091
48687.0,21093
25906.0,21095
36048.0,21097
33408.0,21099
41940.0,21101
46016.0,21103
34029.0,21105
40891.0,21107
26156.0,21109
46959.0,21111
49024.0,21113
34090.0,21115
54270.0,21117
33889.0,21119
24038.0,21121
39753.0,21123
36570.0,21125
33525.0,21127
22920.0,21129
29293.0,21131
31200.0,21133
28388.0,21135
33651.0,21137
40313.0,21139
36590.0,21141
40112.0,21143
44898.0,21145
20972.0,21147
38833.0,21149
42312.0,21151
26877.0,21153
38719.0,21155
43907.0,21157
26261.0,21159
41137.0,21161
46756.0,21163
29108.0,21165
45396.0,21167
31750.0,21169
29808.0,21171
37312.0,21173
30658.0,21175
38105.0,21177
43833.0,21179
43081.0,21181
40830.0,21183
83391.0,21185
41009.0,21187
19986.0,21189
45480.0,21191
33528.0,21193
32961.0,21195
26839.0,21197
34092.0,21199
31786.0,21201
30674.0,21203
35236.0,21205
29721.0,21207
61893.0,21209
57298.0,21211
39546.0,21213
65209.0,21215
36384.0,21217
41541.0,21219
45629.0,21221
49718.0,21223
39125.0,21225
44135.0,21227
40845.0,21229
29497.0,21231
41415.0,21233
29769.0,21235
22574.0,21237
57580.0,21239
37587.0,22001
38429.0,22003
69070.0,22005
46116.0,22007
33942.0,22009
46385.0,22011
31543.0,22013
53248.0,22015
41053.0,22017
43499.0,22019
39385.0,22021
64574.0,22023
36165.0,22025
32996.0,22027
29022.0,22029
39162.0,22031
48506.0,22033
25321.0,22035
47225.0,22037
31832.0,22039
31214.0,22041
39654.0,22043
44262.0,22045
45368.0,22047
37388.0,22049
48261.0,22051
41622.0,22053
51462.0,22055
50572.0,22057
42528.0,22059
35769.0,22061
56811.0,22063
25498.0,22065
28585.0,22067
33953.0,22069
37146.0,22071
38955.0,22073
55138.0,22075
45363.0,22077
40930.0,22079
39346.0,22081
36835.0,22083
35159.0,22085
41353.0,22087
58758.0,22089
33143.0,22091
55443.0,22093
50635.0,22095
35503.0,22097
42186.0,22099
41571.0,22101
60799.0,22103
40654.0,22105
27543.0,22107
49960.0,22109
35828.0,22111
44665.0,22113
46572.0,22115
31778.0,22117
35071.0,22119
50926.0,22121
33848.0,22123
61616.0,22125
34322.0,22127
44921.0,23001
37855.0,23003
57461.0,23005
41626.0,23007
47460.0,23009
46808.0,23011
49755.0,23013
50181.0,23015
40359.0,31045
46078.0,31047
44922.0,31049
47325.0,31051
48626.0,31053
53325.0,31055
47431.0,31057
48464.0,31059
43011.0,31061
50227.0,31063
39603.0,31065
47654.0,31067
39400.0,31069
41892.0,31071
45893.0,31073
44167.0,31075
44950.0,31077
48712.0,31079
56065.0,31081
45920.0,31083
49125.0,31085
39702.0,31087
44427.0,31089
39327.0,31091
49088.0,31093
44843.0,31095
42364.0,31097
56466.0,31099
41970.0,31101
36923.0,31103
42180.0,31105
42230.0,31107
51574.0,31109
48158.0,31111
44417.0,31113
38125.0,31115
54926.0,31117
46566.0,31119
50859.0,31121
43886.0,31123
44286.0,31125
42672.0,31127
37594.0,31129
50881.0,31131
37321.0,31133
58625.0,31135
50000.0,31137
51924.0,31139
51213.0,31141
52848.0,31143
42345.0,31145
38582.0,31147
43500.0,31149
44109.0,31151
69965.0,31153
59870.0,31155
43444.0,31157
59435.0,31159
38548.0,31161
41835.0,31163
42014.0,31165
51493.0,31167
44422.0,31169
55089.0,31171
41400.0,31173
40445.0,31175
65409.0,31177
52147.0,31179
41045.0,31181
38807.0,31183
49633.0,31185
49830.0,32001
52873.0,32003
60100.0,32005
70238.0,32007
30284.0,32009
64632.0,32011
59472.0,32013
72742.0,32015
40143.0,32017
46137.0,32019
35017.0,32021
39876.0,32023
52101.0,32027
61573.0,32029
53040.0,32031
48586.0,32033
51957.0,32510
58654.0,33001
50866.0,33003
55155.0,33005
41985.0,33007
54912.0,33009
69829.0,33011
65353.0,33013
77348.0,33015
58825.0,33017
54463.0,33019
54235.0,34001
83794.0,34003
78446.0,34005
61683.0,34007
56494.0,34009
50750.0,34011
55095.0,34013
74524.0,34015
58442.0,34017
106143.0,34019
73480.0,34021
79596.0,34023
84526.0,34025
98633.0,34027
61136.0,34029
57654.0,34031
59718.0,34033
99020.0,34035
87335.0,34037
68507.0,34039
70912.0,34041
48801.0,35001
39826.0,35003
39131.0,35005
37237.0,35006
37734.0,35007
39871.0,35009
37660.0,35011
37933.0,35013
49165.0,35015
37899.0,35017
29071.0,35019
34063.0,35021
34080.0,35023
50694.0,35025
43014.0,35027
106686.0,35028
29282.0,35029
30458.0,35031
28481.0,35033
39263.0,35035
30802.0,35037
40250.0,35039
38764.0,35041
58017.0,35043
48196.0,35045
28275.0,35047
52917.0,35049
27430.0,35051
34036.0,35053
32637.0,35055
31161.0,35057
38902.0,35059
42506.0,35061
59394.0,36001
42445.0,36003
34388.0,36005
45958.0,36007
42603.0,36009
51581.0,36011
42429.0,36013
48804.0,36015
43941.0,36017
50282.0,36019
57336.0,36021
47151.0,36023
44470.0,36025
72525.0,36027
50653.0,36029
47380.0,36031
45667.0,36033
44276.0,36035
49922.0,36037
49655.0,36039
51522.0,36041
45047.0,36043
46484.0,36045
46085.0,36047
46840.0,36049
53518.0,36051
53589.0,36053
52394.0,36055
44156.0,36057
97690.0,36059
69659.0,36061
47955.0,36063
48729.0,36065
54242.0,36067
56479.0,36069
70458.0,36071
48502.0,36073
48051.0,36075
47765.0,36077
95117.0,36079
57001.0,36081
59432.0,36083
72569.0,36085
84951.0,36087
43647.0,36089
69826.0,36091
56061.0,36093
53245.0,36095
46976.0,36097
47618.0,36099
47476.0,36101
87763.0,36103
48089.0,36105
55726.0,36107
51393.0,36109
58590.0,36111
55904.0,36113
52361.0,36115
52601.0,36117
81946.0,36119
51100.0,36121
49335.0,36123
43043.0,37001
40637.0,37003
35170.0,37005
33870.0,37007
35951.0,37009
36969.0,37011
40429.0,37013
30768.0,37015
30164.0,37017
46438.0,37019
44713.0,37021
37263.0,37023
53551.0,37025
34357.0,37027
56607.0,37029
46534.0,37031
35315.0,37033
44332.0,37035
57091.0,37037
34432.0,37039
34420.0,37041
38828.0,37043
38989.0,37045
35761.0,37047
47141.0,37049
45231.0,37051
57159.0,37053
55481.0,37055
43083.0,37057
50139.0,37059
34433.0,37061
51482.0,42093
60097.0,42095
41208.0,42097
57375.0,42099
37192.0,42101
59340.0,42103
41547.0,42105
45012.0,42107
46513.0,42109
43597.0,42111
40964.0,42113
48231.0,42115
44187.0,42117
48528.0,42119
41977.0,42121
43764.0,42123
53693.0,42125
49313.0,42127
50736.0,42129
48482.0,42131
58745.0,42133
71238.0,44001
62279.0,44003
71713.0,44005
49297.0,44007
72138.0,44009
35947.0,45001
44509.0,45003
25252.0,45005
41579.0,45007
31483.0,45009
35231.0,45011
57316.0,45013
52427.0,45015
40704.0,45017
50792.0,45019
34202.0,45021
33103.0,45023
31252.0,45025
31410.0,45027
33233.0,45029
36323.0,45031
28817.0,45033
53857.0,45035
43861.0,45037
36120.0,45039
41910.0,45041
40131.0,45043
49022.0,45045
36540.0,45047
34233.0,45049
42431.0,45051
36413.0,45053
43765.0,45055
42217.0,45057
