B05001_001E,B05001_002E,B05001_003E,B05001_004E,B05001_005E,B05001_006E,geoid
5625.0,4152.0,11.0,161.0,755.0,546.0,06067004904
5644.0,3961.0,22.0,112.0,403.0,1146.0,06067005502
3227.0,2761.0,0.0,73.0,308.0,85.0,06067005701
5824.0,5367.0,0.0,26.0,188.0,243.0,06067008206
6244.0,4414.0,0.0,173.0,797.0,860.0,06077003404
5941.0,4915.0,0.0,22.0,325.0,679.0,06077004800
7762.0,7041.0,0.0,64.0,344.0,313.0,06077004901
1886.0,1628.0,0.0,66.0,119.0,73.0,06077005125
7282.0,5446.0,16.0,193.0,800.0,827.0,06077005302
4055.0,2773.0,0.0,34.0,268.0,980.0,06077000100
3164.0,2809.0,0.0,15.0,118.0,222.0,06077000401
4988.0,4339.0,0.0,119.0,283.0,247.0,06077001300
4432.0,2740.0,0.0,12.0,252.0,1428.0,06077001700
5819.0,3544.0,7.0,28.0,602.0,1638.0,06077002100
12565.0,8415.0,0.0,129.0,2298.0,1723.0,06077003801
6916.0,5218.0,0.0,13.0,1055.0,630.0,06077003802
5979.0,4140.0,2.0,61.0,373.0,1403.0,06077003803
1528.0,929.0,0.0,40.0,112.0,447.0,06077003900
12168.0,8430.0,0.0,207.0,2287.0,1244.0,06077004002
5587.0,3768.0,0.0,15.0,501.0,1303.0,06071002804
5204.0,3161.0,59.0,68.0,725.0,1191.0,06071003101
5808.0,3357.0,8.0,33.0,697.0,1713.0,06071003102
6145.0,4328.0,9.0,8.0,826.0,974.0,06071003302
5157.0,3601.0,0.0,43.0,640.0,873.0,06071003404
5457.0,3957.0,156.0,34.0,454.0,856.0,06071003405
5920.0,4222.0,0.0,56.0,813.0,829.0,06071003503
7498.0,5201.0,17.0,8.0,635.0,1637.0,06071003505
5540.0,3974.0,0.0,55.0,758.0,753.0,06071003506
4300.0,3114.0,0.0,46.0,585.0,555.0,06071003507
4622.0,3004.0,0.0,27.0,559.0,1032.0,06071003509
5528.0,4211.0,15.0,57.0,477.0,768.0,06071003510
3710.0,2707.0,0.0,31.0,523.0,449.0,06071003603
4459.0,3402.0,0.0,66.0,450.0,541.0,06071003605
4539.0,3147.0,0.0,66.0,417.0,909.0,06071003606
1596.0,1384.0,0.0,34.0,135.0,43.0,06053013400
5099.0,3547.0,58.0,153.0,493.0,848.0,06053013500
4791.0,2732.0,12.0,31.0,327.0,1689.0,06053010605
5837.0,3237.0,0.0,2.0,312.0,2286.0,06053011101
7611.0,7373.0,0.0,19.0,171.0,48.0,06057000103
4908.0,4280.0,0.0,170.0,138.0,320.0,06057000502
7268.0,6886.0,37.0,101.0,158.0,86.0,06057000701
4225.0,4091.0,14.0,44.0,49.0,27.0,06057000702
3686.0,3368.0,0.0,40.0,188.0,90.0,06057000900
2849.0,2649.0,0.0,27.0,99.0,74.0,06057000200
2612.0,2490.0,0.0,3.0,89.0,30.0,06057000300
6781.0,6670.0,0.0,13.0,26.0,72.0,06057000600
5689.0,5313.0,16.0,99.0,182.0,79.0,06057000401
5630.0,5163.0,0.0,28.0,199.0,240.0,06057000501
3159.0,3065.0,0.0,13.0,74.0,7.0,06057000104
2933.0,2819.0,0.0,62.0,17.0,35.0,06057000105
6098.0,5741.0,0.0,75.0,123.0,159.0,06057000402
5402.0,4927.0,0.0,100.0,111.0,264.0,06057000801
6593.0,6274.0,74.0,108.0,52.0,85.0,06057000802
1146.0,1096.0,3.0,20.0,15.0,12.0,06003010000
4088.0,3911.0,0.0,52.0,93.0,32.0,06039000102
4430.0,3709.0,96.0,0.0,336.0,289.0,06039000104
5154.0,3923.0,0.0,54.0,406.0,771.0,06039001000
1377.0,989.0,0.0,0.0,161.0,227.0,06039000400
6390.0,5950.0,0.0,50.0,352.0,38.0,06039000509
8520.0,6867.0,0.0,0.0,342.0,1311.0,06039000300
8262.0,7991.0,0.0,34.0,189.0,48.0,06109005100
5357.0,4434.0,0.0,118.0,466.0,339.0,06077001000
5293.0,4824.0,9.0,31.0,280.0,149.0,06077001200
4606.0,3586.0,0.0,98.0,515.0,407.0,06077001400
8020.0,4781.0,0.0,97.0,1016.0,2126.0,06087110600
4868.0,2905.0,0.0,18.0,1608.0,337.0,06037554522
4507.0,2093.0,17.0,38.0,977.0,1382.0,06037554600
4951.0,3911.0,41.0,53.0,630.0,316.0,06037570001
3739.0,2502.0,6.0,60.0,957.0,214.0,06037572202
5799.0,3342.0,101.0,150.0,1418.0,788.0,06037572600
4157.0,2627.0,0.0,30.0,406.0,1094.0,06037573002
2330.0,1909.0,5.0,49.0,246.0,121.0,06037574202
3763.0,2908.0,0.0,50.0,395.0,410.0,06037575001
2341.0,1590.0,0.0,15.0,132.0,604.0,06037575801
3135.0,2746.0,0.0,27.0,233.0,129.0,06037577400
407.0,345.0,0.0,0.0,33.0,29.0,06037599100
6718.0,5083.0,0.0,0.0,723.0,912.0,06037600902
6126.0,3847.0,0.0,45.0,999.0,1235.0,06037601100
3084.0,2096.0,13.0,24.0,793.0,158.0,06037603500
3124.0,1783.0,0.0,55.0,781.0,505.0,06085504806
5196.0,2959.0,0.0,176.0,966.0,1095.0,06085506401
7132.0,3978.0,0.0,116.0,964.0,2074.0,06085506501
4872.0,2258.0,0.0,142.0,1971.0,501.0,06085503321
4637.0,2912.0,155.0,0.0,1377.0,193.0,06085503327
5929.0,3461.0,15.0,83.0,1106.0,1264.0,06085503510
4212.0,2859.0,6.0,43.0,530.0,774.0,06085501200
4962.0,2700.0,0.0,139.0,373.0,1750.0,06085501700
7425.0,5058.0,0.0,30.0,752.0,1585.0,06085502201
4285.0,3399.0,18.0,0.0,436.0,432.0,06019004703
4045.0,3525.0,0.0,0.0,324.0,196.0,06019005406
5241.0,4076.0,0.0,53.0,643.0,469.0,06019005509
3932.0,3482.0,0.0,68.0,307.0,75.0,06019005606
9174.0,7770.0,0.0,17.0,488.0,899.0,06019006000
3834.0,3409.0,5.0,9.0,267.0,144.0,06019004405
3856.0,3463.0,0.0,24.0,345.0,24.0,06019004301
5361.0,4546.0,0.0,18.0,347.0,450.0,06019005704
7550.0,6509.0,0.0,151.0,338.0,552.0,06019003102
4799.0,3514.0,0.0,36.0,298.0,951.0,06019001800
5888.0,2815.0,0.0,40.0,471.0,2562.0,06019008301
4231.0,3102.0,0.0,21.0,309.0,799.0,06019001000
6102.0,4868.0,0.0,72.0,351.0,811.0,06019004205
5403.0,4721.0,33.0,0.0,440.0,209.0,06019004505
5307.0,4268.0,0.0,74.0,680.0,285.0,06019005508
5931.0,3346.0,0.0,24.0,600.0,1961.0,06019006602
5048.0,4449.0,0.0,39.0,395.0,165.0,06019005801
3624.0,3264.0,13.0,0.0,98.0,249.0,06019002200
5168.0,4082.0,0.0,54.0,236.0,796.0,06019000600
4368.0,4207.0,0.0,28.0,98.0,35.0,06019003600
3128.0,2904.0,11.0,0.0,141.0,72.0,06019004601
4500.0,3058.0,0.0,45.0,269.0,1128.0,06019002800
6827.0,5780.0,0.0,51.0,710.0,286.0,06019005505
3283.0,2313.0,0.0,0.0,343.0,627.0,06019006802
3463.0,2626.0,36.0,7.0,495.0,299.0,06029002811
6458.0,5416.0,0.0,19.0,349.0,674.0,06029002000
3755.0,2043.0,47.0,55.0,855.0,755.0,06001437600
7579.0,4167.0,38.0,61.0,2419.0,894.0,06001440301
4288.0,3879.0,0.0,44.0,203.0,162.0,06001407700
3164.0,1614.0,13.0,60.0,214.0,1263.0,06001420400
6643.0,4858.0,0.0,309.0,1349.0,127.0,06001428200
4327.0,3182.0,12.0,75.0,742.0,316.0,06001441100
8069.0,4304.0,33.0,36.0,1853.0,1843.0,06001441602
4751.0,3960.0,0.0,43.0,540.0,208.0,06001451501
5252.0,3999.0,0.0,101.0,537.0,615.0,06001403600
3269.0,2840.0,0.0,106.0,258.0,65.0,06001405000
3740.0,3015.0,0.0,0.0,362.0,363.0,06111008001
5310.0,3866.0,0.0,19.0,912.0,513.0,06111008004
9295.0,7480.0,0.0,196.0,786.0,833.0,06111001502
4350.0,3736.0,7.0,0.0,329.0,278.0,06111001507
4325.0,3891.0,0.0,19.0,276.0,139.0,06111001900
2688.0,2283.0,0.0,51.0,161.0,193.0,06111002400
5506.0,2791.0,4.0,50.0,1060.0,1601.0,06111004504
2713.0,1783.0,5.0,31.0,356.0,538.0,06111005403
1788.0,1566.0,7.0,22.0,168.0,25.0,06111005910
5018.0,4256.0,9.0,26.0,518.0,209.0,06111006000
3804.0,3206.0,0.0,21.0,463.0,114.0,06111007508
5925.0,4684.0,0.0,23.0,777.0,441.0,06111007700
5481.0,4138.0,0.0,9.0,629.0,705.0,06111007901
4896.0,4004.0,0.0,73.0,582.0,237.0,06111007903
2728.0,2410.0,0.0,73.0,191.0,54.0,06111002000
3021.0,2619.0,17.0,54.0,193.0,138.0,06111002600
4428.0,2058.0,0.0,43.0,297.0,2030.0,06111003201
9437.0,6361.0,0.0,31.0,951.0,2094.0,06111003300
6753.0,3925.0,18.0,75.0,926.0,1809.0,06111003700
7272.0,4208.0,0.0,94.0,1162.0,1808.0,06111003900
3723.0,3033.0,10.0,78.0,482.0,120.0,06111005909
3497.0,2911.0,0.0,15.0,427.0,144.0,06111005911
4257.0,2160.0,0.0,14.0,1456.0,627.0,06085503329
8177.0,4057.0,0.0,102.0,2688.0,1330.0,06085503330
3356.0,2387.0,0.0,0.0,805.0,164.0,06085503331
5719.0,4348.0,41.0,24.0,1208.0,98.0,06085503332
4428.0,2650.0,12.0,61.0,1230.0,475.0,06085503322
3895.0,3352.0,14.0,45.0,393.0,91.0,06085512200
4576.0,2814.0,12.0,35.0,1016.0,699.0,06085506601
4012.0,2671.0,16.0,55.0,894.0,376.0,06085506701
6170.0,4285.0,0.0,149.0,707.0,1029.0,06085506702
7245.0,5260.0,0.0,121.0,844.0,1020.0,06085506803
5658.0,3048.0,0.0,44.0,2015.0,551.0,06085507401
4899.0,2500.0,5.0,69.0,764.0,1561.0,06085508602
7933.0,3396.0,0.0,142.0,1354.0,3041.0,06085508703
3941.0,1893.0,16.0,62.0,536.0,1434.0,06085508800
5296.0,2785.0,27.0,79.0,1158.0,1247.0,06085508900
7832.0,4266.0,58.0,45.0,1077.0,2386.0,06085509000
5135.0,2078.0,0.0,18.0,603.0,2436.0,06085509107
3577.0,1912.0,9.0,159.0,673.0,824.0,06085509303
2946.0,1981.0,7.0,26.0,611.0,321.0,06085510100
3174.0,2296.0,0.0,28.0,492.0,358.0,06085511910
4837.0,3167.0,0.0,67.0,1089.0,514.0,06085511911
8373.0,6217.0,40.0,161.0,910.0,1045.0,06085512505
3340.0,1843.0,11.0,99.0,778.0,609.0,06037267404
2874.0,1851.0,0.0,55.0,733.0,235.0,06037265602
2314.0,1478.0,13.0,0.0,729.0,94.0,06037267901
2847.0,1877.0,7.0,38.0,329.0,596.0,06037269602
3568.0,2654.0,0.0,43.0,597.0,274.0,06037267902
3406.0,2114.0,0.0,57.0,362.0,873.0,06037269601
3596.0,2166.0,0.0,39.0,450.0,941.0,06037269903
4039.0,2546.0,0.0,37.0,714.0,742.0,06037269904
2577.0,1636.0,0.0,0.0,301.0,640.0,06037269905
3102.0,2120.0,114.0,26.0,426.0,416.0,06037269906
2825.0,1908.0,17.0,44.0,430.0,426.0,06037269907
3267.0,2229.0,0.0,51.0,542.0,445.0,06037271901
4030.0,2924.0,19.0,47.0,545.0,495.0,06037271902
2736.0,1527.0,0.0,23.0,438.0,748.0,06037272201
3549.0,2063.0,11.0,75.0,467.0,933.0,06037272202
2996.0,2608.0,0.0,14.0,239.0,135.0,06037273402
2892.0,2365.0,0.0,17.0,233.0,277.0,06037273502
4061.0,3270.0,0.0,51.0,306.0,434.0,06037273902
1179.0,738.0,0.0,5.0,320.0,116.0,06037275101
4416.0,3299.0,30.0,32.0,823.0,232.0,06037274202
4109.0,2516.0,0.0,78.0,512.0,1003.0,06037275102
10539.0,8336.0,15.0,236.0,893.0,1059.0,06037275602
5335.0,4224.0,59.0,14.0,657.0,381.0,06037276603
4417.0,3329.0,15.0,56.0,431.0,586.0,06037276604
5478.0,3209.0,0.0,46.0,1347.0,876.0,06037275500
3315.0,1358.0,0.0,20.0,542.0,1395.0,06001443321
3789.0,2721.0,9.0,60.0,764.0,235.0,06001444301
5741.0,3649.0,24.0,19.0,1147.0,902.0,06001444601
3313.0,1686.0,0.0,35.0,940.0,652.0,06001443322
4692.0,2888.0,0.0,101.0,964.0,739.0,06001444302
4736.0,1992.0,39.0,120.0,1296.0,1289.0,06001444602
6041.0,3981.0,44.0,62.0,888.0,1066.0,06001450102
3130.0,2403.0,0.0,79.0,390.0,258.0,06001450501
5880.0,4226.0,55.0,35.0,984.0,580.0,06001450502
6055.0,4805.0,7.0,56.0,848.0,339.0,06001450744
6286.0,3479.0,0.0,99.0,1639.0,1069.0,06001450745
5573.0,3234.0,4.0,73.0,887.0,1375.0,06001450101
3598.0,2995.0,11.0,0.0,416.0,176.0,06059099242
2808.0,2439.0,0.0,17.0,306.0,46.0,06059099245
5018.0,4314.0,70.0,191.0,277.0,166.0,06059099309
4399.0,3994.0,11.0,56.0,262.0,76.0,06059099404
2646.0,2204.0,7.0,17.0,340.0,78.0,06059099307
4657.0,3992.0,0.0,66.0,472.0,127.0,06059099408
5414.0,4851.0,70.0,25.0,299.0,169.0,06059099240
3161.0,2847.0,11.0,21.0,240.0,42.0,06065043809
3021.0,2376.0,0.0,18.0,208.0,419.0,06065044102
5227.0,4840.0,0.0,0.0,281.0,106.0,06065044402
3945.0,3172.0,0.0,32.0,278.0,463.0,06065044509
3332.0,2508.0,10.0,33.0,314.0,467.0,06065044602
5646.0,4099.0,11.0,59.0,950.0,527.0,06065042410
4360.0,3625.0,0.0,40.0,221.0,474.0,06065042213
2255.0,1908.0,5.0,10.0,228.0,104.0,06065042411
4973.0,4081.0,31.0,128.0,349.0,384.0,06065042412
2432.0,1890.0,0.0,53.0,194.0,295.0,06065031701
11412.0,7676.0,0.0,158.0,1588.0,1990.0,06065042617
9031.0,5842.0,0.0,60.0,1345.0,1784.0,06065042618
12349.0,9051.0,28.0,12.0,1978.0,1280.0,06065042619
13258.0,9144.0,66.0,80.0,2173.0,1795.0,06065042620
7464.0,4854.0,0.0,147.0,1416.0,1047.0,06065042621
4540.0,3504.0,6.0,6.0,533.0,491.0,06065042622
3979.0,3402.0,0.0,17.0,252.0,308.0,06065042623
4547.0,3759.0,14.0,35.0,382.0,357.0,06065042624
4021.0,3331.0,9.0,14.0,508.0,159.0,06065042724
2195.0,1799.0,0.0,8.0,276.0,112.0,06065042728
10325.0,8567.0,13.0,218.0,1001.0,526.0,06065042729
5668.0,4171.0,0.0,40.0,573.0,884.0,06065042730
9285.0,7704.0,83.0,99.0,818.0,581.0,06065042726
4782.0,3722.0,0.0,65.0,384.0,611.0,06085512401
8122.0,3737.0,18.0,161.0,2156.0,2050.0,06085500100
2596.0,1818.0,0.0,26.0,241.0,511.0,06085500400
5475.0,4050.0,0.0,84.0,721.0,620.0,06085500500
7597.0,4967.0,214.0,63.0,520.0,1833.0,06085501600
5285.0,3900.0,34.0,97.0,452.0,802.0,06085501800
5210.0,3496.0,16.0,60.0,1044.0,594.0,06085501900
5933.0,3575.0,15.0,0.0,595.0,1748.0,06085502002
8005.0,5847.0,0.0,49.0,1244.0,865.0,06085502702
4043.0,3413.0,0.0,14.0,434.0,182.0,06019005514
2808.0,2741.0,0.0,9.0,40.0,18.0,06019006402
4669.0,3616.0,12.0,26.0,288.0,727.0,06019007002
5511.0,4405.0,0.0,25.0,347.0,734.0,06019007004
7780.0,5085.0,0.0,51.0,628.0,2016.0,06019007100
5217.0,4545.0,0.0,61.0,461.0,150.0,06019005703
5942.0,4709.0,0.0,57.0,559.0,617.0,06019005904
7855.0,6681.0,0.0,85.0,642.0,447.0,06019006300
6635.0,3518.0,33.0,120.0,488.0,2476.0,06019008200
7336.0,3514.0,29.0,20.0,432.0,3341.0,06019008302
1165.0,679.0,5.0,13.0,77.0,391.0,06019008402
7232.0,6408.0,0.0,57.0,357.0,410.0,06019005100
5203.0,4149.0,0.0,44.0,574.0,436.0,06075020600
4746.0,2873.0,12.0,67.0,777.0,1017.0,06075020900
4332.0,3675.0,0.0,55.0,300.0,302.0,06075021800
2648.0,2026.0,0.0,57.0,246.0,319.0,06075022600
4526.0,3492.0,0.0,130.0,566.0,338.0,06075023102
3573.0,2777.0,12.0,0.0,443.0,341.0,06075025100
4268.0,3237.0,19.0,105.0,657.0,250.0,06075017000
3091.0,2150.0,13.0,64.0,362.0,502.0,06075018000
5435.0,4274.0,0.0,95.0,626.0,440.0,06075021500
5117.0,3159.0,0.0,128.0,674.0,1156.0,06075022803
3608.0,2452.0,20.0,47.0,360.0,729.0,06065041203
3188.0,2627.0,0.0,22.0,333.0,206.0,06065041812
3601.0,2289.0,6.0,64.0,526.0,716.0,06037267502
3269.0,2242.0,0.0,24.0,527.0,476.0,06037267700
3120.0,1654.0,13.0,9.0,752.0,692.0,06037270200
2734.0,1742.0,0.0,18.0,571.0,403.0,06037271200
4678.0,3242.0,19.0,97.0,518.0,802.0,06037272100
3097.0,2241.0,9.0,40.0,372.0,435.0,06037272301
4423.0,2564.0,0.0,25.0,620.0,1214.0,06037272302
3942.0,2897.0,0.0,42.0,500.0,503.0,06037275400
4129.0,3315.0,7.0,72.0,546.0,189.0,06037276601
4059.0,3192.0,0.0,0.0,230.0,637.0,06037291110
2327.0,1444.0,0.0,0.0,279.0,604.0,06037291120
4288.0,2615.0,0.0,26.0,781.0,866.0,06037294610
4755.0,3063.0,0.0,39.0,643.0,1010.0,06037294620
3892.0,2123.0,0.0,0.0,362.0,1407.0,06037294830
3867.0,2653.0,0.0,14.0,613.0,587.0,06037296500
7391.0,6027.0,18.0,104.0,793.0,449.0,06037620702
4496.0,3587.0,0.0,46.0,499.0,364.0,06037621400
5501.0,3366.0,106.0,61.0,1267.0,701.0,06073011902
5081.0,3532.0,51.0,106.0,757.0,635.0,06073013909
6083.0,3582.0,0.0,109.0,681.0,1711.0,06073016302
5168.0,3212.0,38.0,66.0,739.0,1113.0,06073010112
3012.0,1864.0,0.0,35.0,497.0,616.0,06073002301
4942.0,2775.0,0.0,23.0,561.0,1583.0,06073003404
4705.0,3727.0,21.0,9.0,458.0,490.0,06073018903
2529.0,1875.0,0.0,61.0,250.0,343.0,06073020208
4288.0,3360.0,0.0,111.0,601.0,216.0,06073008337
8187.0,4774.0,13.0,118.0,1899.0,1383.0,06073010005
5050.0,3522.0,28.0,80.0,549.0,871.0,06073012402
4763.0,4209.0,0.0,23.0,332.0,199.0,06073013801
5228.0,4094.0,16.0,219.0,596.0,303.0,06073013906
8082.0,4590.0,0.0,301.0,1606.0,1585.0,06073010110
7412.0,6603.0,31.0,44.0,386.0,348.0,06073016807
3963.0,3370.0,9.0,73.0,372.0,139.0,06073019809
4630.0,3870.0,0.0,20.0,344.0,396.0,06073020026
16237.0,13858.0,54.0,127.0,1889.0,309.0,06073020027
4442.0,3082.0,0.0,49.0,626.0,685.0,06073017056
5872.0,4372.0,46.0,61.0,853.0,540.0,06073018614
4621.0,2330.0,0.0,0.0,431.0,1860.0,06073020028
6128.0,3663.0,0.0,10.0,787.0,1668.0,06073020029
6496.0,5002.0,131.0,29.0,863.0,471.0,06059052425
2476.0,1792.0,0.0,32.0,440.0,212.0,06059052506
7971.0,5232.0,14.0,103.0,1694.0,928.0,06059052524
17086.0,11774.0,43.0,484.0,1302.0,3483.0,06059062614
4054.0,2602.0,0.0,19.0,635.0,798.0,06059062625
4090.0,2995.0,21.0,82.0,676.0,316.0,06059062635
3850.0,2158.0,40.0,53.0,309.0,1290.0,06073020213
6183.0,3357.0,16.0,56.0,366.0,2388.0,06073020214
5616.0,4256.0,0.0,93.0,437.0,830.0,06073020308
4481.0,3084.0,10.0,60.0,672.0,655.0,06073020309
5135.0,4800.0,0.0,45.0,156.0,134.0,06073020810
6133.0,5714.0,12.0,126.0,157.0,124.0,06073020811
7126.0,6549.0,13.0,65.0,388.0,111.0,06073021205
3265.0,2967.0,0.0,88.0,139.0,71.0,06073021206
7144.0,6022.0,54.0,209.0,675.0,184.0,06073021400
10079.0,6281.0,0.0,225.0,2713.0,860.0,06073021500
3195.0,2896.0,11.0,84.0,162.0,42.0,06073021600
2316.0,2046.0,11.0,32.0,71.0,156.0,06073021800
4644.0,3058.0,0.0,187.0,894.0,505.0,06001403501
2035.0,1548.0,10.0,27.0,338.0,112.0,06001403502
2795.0,2198.0,24.0,32.0,323.0,218.0,06001403701
1898.0,1643.0,0.0,0.0,157.0,98.0,06001403702
2605.0,2079.0,20.0,13.0,366.0,127.0,06001404102
3088.0,2588.0,9.0,110.0,277.0,104.0,06001404101
2955.0,2339.0,6.0,45.0,358.0,207.0,06001405301
2454.0,1300.0,0.0,70.0,665.0,419.0,06001405302
3890.0,2046.0,5.0,42.0,856.0,941.0,06001405401
2795.0,1657.0,5.0,101.0,619.0,413.0,06001406602
3275.0,1685.0,0.0,0.0,488.0,1102.0,06001405402
4348.0,2392.0,8.0,32.0,725.0,1191.0,06001405901
5042.0,3179.0,0.0,75.0,954.0,834.0,06001406601
2979.0,1263.0,0.0,34.0,865.0,817.0,06001405902
3737.0,1993.0,0.0,9.0,980.0,755.0,06001407101
4416.0,3101.0,0.0,78.0,377.0,860.0,06001407102
2373.0,1904.0,0.0,5.0,304.0,160.0,06001410500
1588.0,859.0,0.0,7.0,412.0,310.0,06001425101
3618.0,2315.0,0.0,58.0,395.0,850.0,06037221401
5924.0,3692.0,0.0,24.0,1236.0,972.0,06001407000
6894.0,3069.0,15.0,128.0,1074.0,2608.0,06001407200
4399.0,2462.0,0.0,83.0,608.0,1246.0,06001407400
5323.0,4119.0,0.0,128.0,487.0,589.0,06001408300
2674.0,2464.0,9.0,13.0,106.0,82.0,06001410100
3439.0,2928.0,9.0,46.0,214.0,242.0,06001420600
2100.0,1601.0,6.0,48.0,300.0,145.0,06001421100
1642.0,1285.0,0.0,89.0,164.0,104.0,06001421400
2754.0,2185.0,0.0,51.0,346.0,172.0,06001422100
4399.0,3594.0,0.0,42.0,466.0,297.0,06001423700
3016.0,2453.0,11.0,41.0,234.0,277.0,06001423800
4904.0,4250.0,0.0,66.0,485.0,103.0,06001426200
2593.0,1845.0,5.0,85.0,336.0,322.0,06001428000
3812.0,2968.0,10.0,51.0,578.0,205.0,06001430300
5827.0,4368.0,0.0,194.0,937.0,328.0,06001431200
3739.0,2960.0,0.0,61.0,512.0,206.0,06001432100
4719.0,2934.0,0.0,8.0,1025.0,752.0,06001432300
7314.0,5100.0,46.0,61.0,1030.0,1077.0,06001432600
3786.0,2975.0,0.0,104.0,304.0,403.0,06001400500
2269.0,1717.0,14.0,17.0,303.0,218.0,06001401600
1786.0,1517.0,0.0,12.0,149.0,108.0,06001402500
4020.0,3225.0,0.0,0.0,502.0,293.0,06001403900
6606.0,5214.0,0.0,52.0,383.0,957.0,06001407600
3089.0,2264.0,0.0,54.0,277.0,494.0,06001408400
3115.0,2121.0,22.0,7.0,282.0,683.0,06001408900
3137.0,2646.0,0.0,44.0,407.0,40.0,06037264000
2865.0,2208.0,0.0,39.0,124.0,494.0,06037265304
1533.0,1215.0,0.0,21.0,137.0,160.0,06037265410
4067.0,2937.0,10.0,83.0,636.0,401.0,06037269100
3616.0,2639.0,9.0,57.0,571.0,340.0,06037269700
2543.0,1871.0,5.0,24.0,298.0,345.0,06037270300
3999.0,2402.0,16.0,42.0,453.0,1086.0,06037271702
2953.0,2445.0,0.0,26.0,186.0,296.0,06037273700
4705.0,3460.0,27.0,53.0,721.0,444.0,06037275302
3033.0,1912.0,10.0,100.0,708.0,303.0,06037293301
7296.0,4231.0,21.0,70.0,979.0,1995.0,06073008600
4571.0,3139.0,13.0,28.0,501.0,890.0,06073009000
3726.0,2806.0,22.0,54.0,510.0,334.0,06073009102
5140.0,3730.0,0.0,59.0,711.0,640.0,06073009301
3773.0,3212.0,24.0,102.0,303.0,132.0,06073009507
5436.0,4159.0,0.0,79.0,649.0,549.0,06073009603
5024.0,4486.0,0.0,10.0,488.0,40.0,06073009804
6918.0,3896.0,0.0,197.0,1085.0,1740.0,06073010009
7101.0,4074.0,19.0,192.0,1860.0,956.0,06073010107
6213.0,4585.0,9.0,141.0,577.0,901.0,06073013000
2736.0,1732.0,12.0,69.0,475.0,448.0,06073013312
18145.0,12203.0,72.0,447.0,3328.0,2095.0,06073013313
5286.0,3702.0,10.0,129.0,1180.0,265.0,06073013411
4843.0,4208.0,0.0,106.0,194.0,335.0,06073015100
2545.0,2217.0,0.0,33.0,236.0,59.0,06073015403
5182.0,4237.0,72.0,123.0,520.0,230.0,06095253108
4131.0,3915.0,0.0,21.0,159.0,36.0,06095253203
4205.0,3139.0,0.0,59.0,323.0,684.0,06095252608
3720.0,3340.0,0.0,49.0,137.0,194.0,06095252107
4610.0,3916.0,0.0,30.0,248.0,416.0,06099000102
4473.0,3795.0,10.0,15.0,450.0,203.0,06099000806
5295.0,3535.0,0.0,77.0,530.0,1153.0,06099000304
4198.0,3669.0,0.0,83.0,234.0,212.0,06099000403
5415.0,4318.0,62.0,41.0,726.0,268.0,06099000505
4896.0,3937.0,23.0,21.0,489.0,426.0,06099000911
2764.0,2373.0,12.0,0.0,232.0,147.0,06099002803
8005.0,6981.0,0.0,174.0,550.0,300.0,06099002902
4231.0,1601.0,0.0,43.0,1548.0,1039.0,06037408626
5959.0,3023.0,34.0,58.0,2062.0,782.0,06037431800
4381.0,3409.0,0.0,88.0,488.0,396.0,06037460302
2884.0,2287.0,0.0,59.0,268.0,270.0,06037463700
4722.0,3543.0,0.0,16.0,481.0,682.0,06059001401
4055.0,3108.0,0.0,37.0,728.0,182.0,06059001506
3692.0,2409.0,0.0,62.0,770.0,451.0,06059001708
3690.0,2190.0,0.0,46.0,556.0,898.0,06059001903
3828.0,3117.0,19.0,61.0,296.0,335.0,06075017102
3654.0,1084.0,0.0,86.0,1979.0,505.0,06075017801
3837.0,2578.0,0.0,14.0,341.0,904.0,06077002702
3224.0,2505.0,0.0,46.0,315.0,358.0,06077003112
4109.0,3313.0,0.0,53.0,481.0,262.0,06077003215
3976.0,3103.0,0.0,160.0,236.0,477.0,06077000402
4887.0,4125.0,0.0,41.0,226.0,495.0,06077001102
4632.0,2897.0,0.0,23.0,346.0,1366.0,06077002300
13396.0,10008.0,0.0,203.0,2213.0,972.0,06077003208
4806.0,3225.0,47.0,69.0,987.0,478.0,06077003403
1635.0,1517.0,0.0,0.0,100.0,18.0,06077004202
1738.0,1221.0,5.0,19.0,223.0,270.0,06077003308
3166.0,2845.0,0.0,5.0,110.0,206.0,06077003601
4847.0,4449.0,0.0,12.0,258.0,128.0,06077004303
6019.0,5023.0,0.0,69.0,197.0,730.0,06077005001
3644.0,3034.0,0.0,47.0,291.0,272.0,06077005124
6039.0,4147.0,7.0,41.0,1102.0,742.0,06077005127
6864.0,4645.0,0.0,135.0,419.0,1665.0,06077002701
3666.0,3006.0,5.0,16.0,261.0,378.0,06077003111
5004.0,3803.0,9.0,44.0,698.0,450.0,06077003306
4357.0,3617.0,53.0,62.0,331.0,294.0,06077003305
2240.0,1465.0,17.0,81.0,316.0,361.0,06077000300
9593.0,6770.0,56.0,71.0,1459.0,1237.0,06077001500
2861.0,2421.0,9.0,34.0,272.0,125.0,06077003210
3293.0,2692.0,13.0,55.0,298.0,235.0,06077003214
5342.0,3760.0,0.0,181.0,507.0,894.0,06077003307
2726.0,2003.0,0.0,23.0,311.0,389.0,06077003407
3509.0,2665.0,0.0,18.0,469.0,357.0,06037570402
5805.0,4959.0,0.0,135.0,391.0,320.0,06037572001
4943.0,3134.0,6.0,44.0,848.0,911.0,06037407101
4534.0,3584.0,0.0,21.0,496.0,433.0,06037400402
