B25033_001E,B25033_002E,B25033_003E,B25033_004E,B25033_005E,B25033_006E,B25033_007E,B25033_008E,B25033_009E,B25033_010E,B25033_011E,B25033_012E,B25033_013E,geoid
17333.0,12314.0,8718.0,155.0,23.0,3334.0,84.0,5019.0,2844.0,636.0,548.0,927.0,64.0,06027
537999.0,308875.0,297234.0,1002.0,721.0,9444.0,474.0,229124.0,158137.0,26619.0,36890.0,7050.0,428.0,06099
424630.0,213041.0,194037.0,4551.0,4708.0,9725.0,20.0,211589.0,97069.0,33969.0,76786.0,3630.0,135.0,06083
63064.0,40653.0,33347.0,0.0,105.0,6939.0,262.0,22411.0,11552.0,3235.0,3494.0,4019.0,111.0,06103
13978.0,8571.0,5667.0,485.0,585.0,1834.0,0.0,5407.0,1983.0,995.0,1808.0,544.0,77.0,06051
60106.0,37232.0,35481.0,148.0,338.0,1242.0,23.0,22874.0,14880.0,3972.0,3049.0,972.0,1.0,06069
36977.0,25970.0,22642.0,0.0,168.0,3160.0,0.0,11007.0,7162.0,949.0,1359.0,1526.0,11.0,13029
21225.0,14375.0,12714.0,80.0,0.0,1482.0,99.0,6850.0,3706.0,939.0,1115.0,1090.0,0.0,13035
51524.0,31166.0,27921.0,350.0,53.0,2824.0,18.0,20358.0,9733.0,4344.0,3606.0,2655.0,20.0,13039
12167.0,9429.0,5818.0,0.0,12.0,3556.0,43.0,2738.0,952.0,147.0,369.0,1270.0,0.0,13079
10172.0,5883.0,4486.0,0.0,0.0,1397.0,0.0,4289.0,2739.0,460.0,47.0,1043.0,0.0,13099
39124.0,24644.0,16080.0,0.0,0.0,8523.0,41.0,14480.0,6998.0,2058.0,456.0,4920.0,48.0,13069
142750.0,105371.0,102978.0,109.0,35.0,2249.0,0.0,37379.0,23744.0,3034.0,8476.0,1954.0,171.0,13077
30171.0,21327.0,17076.0,0.0,48.0,4155.0,48.0,8844.0,4818.0,516.0,605.0,2905.0,0.0,13123
90587.0,66470.0,62975.0,29.0,31.0,3298.0,137.0,24117.0,15789.0,3816.0,1482.0,3030.0,0.0,13297
9740.0,5999.0,4745.0,45.0,17.0,1192.0,0.0,3741.0,2327.0,477.0,47.0,890.0,0.0,13317
18745.0,12609.0,8209.0,40.0,0.0,4163.0,197.0,6136.0,2267.0,859.0,833.0,2177.0,0.0,13091
56634.0,35681.0,31686.0,136.0,154.0,3694.0,11.0,20953.0,10047.0,2526.0,5504.0,2876.0,0.0,13129
245892.0,192055.0,187377.0,254.0,249.0,4175.0,0.0,53837.0,31006.0,2363.0,15626.0,4842.0,0.0,13057
111729.0,93330.0,90603.0,173.0,326.0,2190.0,38.0,18399.0,11735.0,1272.0,3973.0,1314.0,105.0,13113
28461.0,20844.0,18577.0,68.0,19.0,2180.0,0.0,7617.0,4189.0,1997.0,746.0,685.0,0.0,13177
31049.0,23355.0,20406.0,0.0,0.0,2942.0,7.0,7694.0,3640.0,412.0,988.0,2654.0,0.0,13227
17150.0,12469.0,9978.0,0.0,83.0,2408.0,0.0,4681.0,2573.0,502.0,544.0,1062.0,0.0,13133
17007.0,10876.0,7069.0,91.0,80.0,3636.0,0.0,6131.0,2779.0,381.0,458.0,2383.0,130.0,13075
24370.0,20133.0,18382.0,63.0,87.0,1584.0,17.0,4237.0,1891.0,630.0,630.0,1086.0,0.0,13085
1001256.0,552914.0,508079.0,5950.0,35122.0,3758.0,5.0,448342.0,139910.0,40143.0,263599.0,3999.0,691.0,13121
196122.0,130017.0,124138.0,1760.0,3711.0,319.0,89.0,66105.0,46720.0,6686.0,12629.0,70.0,0.0,15001
948223.0,565807.0,463614.0,16055.0,84564.0,1371.0,203.0,382416.0,188134.0,40369.0,152968.0,831.0,114.0,15003
70926.0,44684.0,42629.0,1089.0,878.0,88.0,0.0,26242.0,19424.0,3150.0,3668.0,0.0,0.0,15007
55.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,48.0,0.0,7.0,0.0,0.0,15005
23311.0,16099.0,14255.0,2.0,0.0,1756.0,86.0,7212.0,4719.0,512.0,881.0,1100.0,0.0,16031
5303.0,3547.0,2660.0,0.0,3.0,884.0,0.0,1756.0,1143.0,28.0,35.0,550.0,0.0,16063
10522.0,8340.0,7749.0,28.0,110.0,453.0,0.0,2182.0,1351.0,590.0,184.0,57.0,0.0,16085
13411.0,11256.0,11058.0,0.0,0.0,186.0,12.0,2155.0,1360.0,347.0,332.0,116.0,0.0,16041
39244.0,30159.0,27867.0,226.0,0.0,1966.0,100.0,9085.0,3665.0,2290.0,1986.0,1140.0,4.0,16069
155496.0,110193.0,101105.0,694.0,704.0,7442.0,248.0,45303.0,24136.0,9277.0,9653.0,2237.0,0.0,16055
20633.0,14942.0,13628.0,7.0,12.0,1295.0,0.0,5691.0,3606.0,949.0,688.0,439.0,9.0,16067
83780.0,58160.0,55122.0,293.0,19.0,2660.0,66.0,25620.0,15339.0,4938.0,3263.0,2067.0,13.0,16083
21991.0,14780.0,12662.0,764.0,203.0,1145.0,6.0,7211.0,2814.0,1437.0,1972.0,988.0,0.0,16013
7309.0,6092.0,5296.0,6.0,5.0,729.0,56.0,1217.0,814.0,93.0,9.0,292.0,9.0,16015
2534.0,2060.0,1783.0,0.0,0.0,266.0,11.0,474.0,294.0,127.0,35.0,11.0,7.0,16023
15049.0,10517.0,8611.0,16.0,0.0,1890.0,0.0,4532.0,2981.0,338.0,276.0,937.0,0.0,16047
447860.0,321423.0,308467.0,1525.0,1354.0,9938.0,139.0,126437.0,66490.0,24328.0,30145.0,5457.0,17.0,16001
5962.0,4736.0,4548.0,0.0,9.0,154.0,25.0,1226.0,798.0,195.0,164.0,69.0,0.0,16007
45578.0,35807.0,31935.0,202.0,0.0,3653.0,17.0,9771.0,6031.0,1824.0,688.0,1228.0,0.0,16011
1048.0,784.0,683.0,5.0,0.0,96.0,0.0,264.0,187.0,0.0,0.0,52.0,25.0,16025
7710.0,5989.0,4838.0,11.0,0.0,1128.0,12.0,1721.0,947.0,120.0,222.0,347.0,85.0,16035
28507.0,23258.0,21371.0,0.0,0.0,1881.0,6.0,5249.0,3183.0,771.0,451.0,844.0,0.0,16051
365491.0,220465.0,196595.0,1203.0,930.0,20941.0,796.0,145026.0,71878.0,22238.0,44984.0,5536.0,390.0,41039
6523.0,4757.0,4099.0,0.0,0.0,658.0,0.0,1766.0,1170.0,58.0,138.0,400.0,0.0,51181
14227.0,11024.0,10972.0,35.0,0.0,17.0,0.0,3203.0,2505.0,167.0,531.0,0.0,0.0,51043
29715.0,20720.0,16614.0,64.0,17.0,3869.0,156.0,8995.0,5674.0,454.0,656.0,2211.0,0.0,51117
70880.0,57059.0,52648.0,72.0,27.0,4312.0,0.0,13821.0,7833.0,1028.0,2758.0,2192.0,10.0,51015
21711.0,18598.0,18017.0,0.0,0.0,581.0,0.0,3113.0,2243.0,0.0,668.0,202.0,0.0,51075
12954.0,9633.0,9177.0,131.0,0.0,325.0,0.0,3321.0,2466.0,320.0,165.0,370.0,0.0,51113
91629.0,71342.0,69448.0,367.0,251.0,1276.0,0.0,20287.0,9261.0,1794.0,9046.0,186.0,0.0,51161
14132.0,9586.0,6478.0,0.0,3.0,3105.0,0.0,4546.0,2793.0,215.0,546.0,992.0,0.0,51025
11581.0,7207.0,6863.0,49.0,45.0,250.0,0.0,4374.0,2844.0,480.0,469.0,581.0,0.0,51131
22352.0,16718.0,14338.0,149.0,27.0,2204.0,0.0,5634.0,3715.0,229.0,609.0,1081.0,0.0,51163
3913.0,2009.0,1900.0,0.0,0.0,109.0,0.0,1904.0,548.0,683.0,389.0,284.0,0.0,51720
17262.0,10768.0,10715.0,53.0,0.0,0.0,0.0,6494.0,4637.0,690.0,1167.0,0.0,0.0,51570
5486.0,4532.0,3251.0,0.0,0.0,1281.0,0.0,954.0,472.0,34.0,178.0,270.0,0.0,51021
33006.0,29114.0,27093.0,165.0,195.0,1661.0,0.0,3892.0,2716.0,301.0,491.0,371.0,13.0,51023
16552.0,9575.0,9018.0,169.0,181.0,207.0,0.0,6977.0,3798.0,802.0,2377.0,0.0,0.0,51520
10550.0,5155.0,4567.0,298.0,290.0,0.0,0.0,5395.0,1984.0,1164.0,2225.0,22.0,0.0,51830
29630.0,23670.0,18781.0,0.0,193.0,4693.0,3.0,5960.0,3444.0,543.0,774.0,1199.0,0.0,51035
1500777.0,863628.0,830139.0,5855.0,7024.0,20136.0,474.0,637149.0,338837.0,76969.0,214197.0,6524.0,622.0,06067
186795.0,142387.0,134850.0,819.0,280.0,6284.0,154.0,44408.0,23841.0,7164.0,10630.0,2739.0,34.0,06017
415777.0,203385.0,188485.0,2290.0,1745.0,10843.0,22.0,212392.0,107155.0,31191.0,66560.0,7429.0,57.0,06053
854594.0,372730.0,275188.0,53891.0,42984.0,585.0,82.0,481864.0,91373.0,135326.0,253725.0,772.0,668.0,06075
3226347.0,1750009.0,1581251.0,23819.0,73469.0,70167.0,1303.0,1476338.0,600372.0,167734.0,683061.0,24085.0,1086.0,06073
456410.0,255384.0,243295.0,829.0,496.0,10449.0,315.0,201026.0,127438.0,33898.0,25811.0,13722.0,157.0,06107
131800.0,76384.0,68822.0,593.0,95.0,6541.0,333.0,55416.0,30796.0,11378.0,9342.0,3812.0,88.0,06023
1003.0,807.0,798.0,0.0,0.0,9.0,0.0,196.0,172.0,14.0,1.0,9.0,0.0,06003
147126.0,88080.0,84698.0,0.0,66.0,3130.0,186.0,59046.0,39172.0,10193.0,7376.0,2252.0,53.0,06039
260974.0,154083.0,139128.0,2779.0,1815.0,10324.0,37.0,106891.0,55533.0,21585.0,27165.0,2483.0,125.0,06087
12411.0,8221.0,6356.0,7.0,0.0,1819.0,39.0,4190.0,2490.0,348.0,560.0,769.0,23.0,06105
2375098.0,1575937.0,1445455.0,8800.0,8870.0,111362.0,1450.0,799161.0,463217.0,84727.0,202651.0,47639.0,927.0,06065
2094174.0,1256936.0,1174218.0,6497.0,7450.0,68046.0,725.0,837238.0,473654.0,109789.0,224088.0,28851.0,856.0,06071
252524.0,163113.0,153454.0,3079.0,4438.0,1849.0,293.0,89411.0,35070.0,13111.0,40455.0,399.0,376.0,06041
381406.0,280531.0,272195.0,1429.0,1437.0,5350.0,120.0,100875.0,56498.0,13346.0,29185.0,1744.0,102.0,06061
175989.0,111440.0,99045.0,490.0,256.0,11396.0,253.0,64549.0,36681.0,11174.0,11310.0,5274.0,110.0,06089
431173.0,266251.0,253978.0,1775.0,2671.0,7627.0,200.0,164922.0,93064.0,23919.0,45233.0,2561.0,145.0,06095
21249.0,12366.0,11637.0,33.0,100.0,596.0,0.0,8883.0,6268.0,823.0,1152.0,640.0,0.0,06011
27582.0,20477.0,14509.0,36.0,0.0,5881.0,51.0,7105.0,4697.0,853.0,451.0,1104.0,0.0,28029
229824.0,136355.0,128636.0,443.0,252.0,6996.0,28.0,93469.0,49299.0,12172.0,29409.0,2519.0,70.0,28049
28190.0,20450.0,16638.0,0.0,0.0,3812.0,0.0,7740.0,3557.0,767.0,639.0,2777.0,0.0,28145
21709.0,15418.0,11489.0,0.0,53.0,3876.0,0.0,6291.0,3913.0,569.0,267.0,1542.0,0.0,28139
