B25033_001E,B25033_002E,B25033_003E,B25033_004E,B25033_005E,B25033_006E,B25033_007E,B25033_008E,B25033_009E,B25033_010E,B25033_011E,B25033_012E,B25033_013E,geoid
971908.0,605718.0,525397.0,4286.0,3971.0,70989.0,1075.0,366190.0,189421.0,36585.0,115854.0,23894.0,436.0,04019
366465.0,250048.0,210746.0,834.0,51.0,36449.0,1968.0,116417.0,86187.0,7199.0,8387.0,14594.0,50.0,04021
46740.0,30903.0,29589.0,267.0,31.0,992.0,24.0,15837.0,7843.0,3728.0,3295.0,965.0,6.0,04023
212424.0,145199.0,116841.0,601.0,369.0,26913.0,475.0,67225.0,32301.0,10291.0,8654.0,15786.0,193.0,04025
195784.0,132948.0,101547.0,339.0,593.0,26944.0,3525.0,62836.0,35044.0,7032.0,12851.0,7668.0,241.0,04027
18472.0,12210.0,10169.0,0.0,21.0,1977.0,43.0,6262.0,3553.0,772.0,1052.0,885.0,0.0,05001
21021.0,15738.0,11475.0,16.0,0.0,4209.0,38.0,5283.0,3641.0,396.0,380.0,866.0,0.0,05003
40532.0,30388.0,26657.0,84.0,16.0,3569.0,62.0,10144.0,5464.0,1484.0,1159.0,2037.0,0.0,05005
235457.0,158474.0,149961.0,646.0,303.0,7550.0,14.0,76983.0,47164.0,9527.0,15324.0,4793.0,175.0,05007
36713.0,25807.0,22792.0,7.0,0.0,3006.0,2.0,10906.0,6637.0,1228.0,1169.0,1872.0,0.0,05009
11004.0,7326.0,5974.0,0.0,47.0,1305.0,0.0,3678.0,2360.0,582.0,317.0,419.0,0.0,05011
5110.0,3968.0,2928.0,0.0,0.0,1034.0,6.0,1142.0,782.0,35.0,44.0,281.0,0.0,05013
27355.0,19805.0,16016.0,220.0,7.0,3482.0,80.0,7550.0,4137.0,1489.0,579.0,1345.0,0.0,05015
10655.0,6795.0,5015.0,19.0,13.0,1735.0,13.0,3860.0,2413.0,688.0,362.0,397.0,0.0,05017
19827.0,13204.0,9856.0,0.0,0.0,3348.0,0.0,6623.0,3374.0,602.0,1698.0,949.0,0.0,05019
15266.0,11221.0,10209.0,12.0,0.0,994.0,6.0,4045.0,2941.0,330.0,426.0,348.0,0.0,05021
25344.0,19027.0,15279.0,105.0,0.0,3577.0,66.0,6317.0,3796.0,942.0,233.0,1346.0,0.0,05023
8432.0,6476.0,4807.0,0.0,0.0,1669.0,0.0,1956.0,1110.0,42.0,153.0,648.0,3.0,05025
22716.0,15876.0,12607.0,25.0,0.0,3244.0,0.0,6840.0,3964.0,572.0,1305.0,999.0,0.0,05027
20833.0,15463.0,13150.0,0.0,0.0,2292.0,21.0,5370.0,3024.0,1033.0,335.0,973.0,5.0,05029
97778.0,58381.0,54422.0,126.0,68.0,3751.0,14.0,39397.0,21343.0,6937.0,8685.0,2432.0,0.0,05031
61126.0,46946.0,41317.0,41.0,38.0,5525.0,25.0,14180.0,8219.0,2702.0,1625.0,1625.0,9.0,05033
49048.0,28301.0,26222.0,130.0,3.0,1878.0,68.0,20747.0,10996.0,3019.0,5289.0,1443.0,0.0,05035
17237.0,11417.0,8841.0,30.0,0.0,2546.0,0.0,5820.0,3648.0,1143.0,277.0,742.0,10.0,05037
7354.0,4916.0,4242.0,0.0,0.0,674.0,0.0,2438.0,1699.0,191.0,231.0,317.0,0.0,05039
12288.0,7311.0,6228.0,7.0,41.0,1035.0,0.0,4977.0,2649.0,1235.0,689.0,404.0,0.0,05041
17799.0,10963.0,7962.0,0.0,0.0,3001.0,0.0,6836.0,3065.0,430.0,1497.0,1844.0,0.0,05043
114601.0,75836.0,66774.0,104.0,45.0,8913.0,0.0,38765.0,16491.0,5470.0,10990.0,5808.0,6.0,05045
17481.0,12186.0,10642.0,22.0,9.0,1513.0,0.0,5295.0,3832.0,246.0,142.0,1075.0,0.0,05047
12046.0,8988.0,7465.0,0.0,0.0,1464.0,59.0,3058.0,1761.0,234.0,175.0,821.0,67.0,05049
94821.0,64503.0,53161.0,700.0,375.0,10254.0,13.0,30318.0,14946.0,3386.0,6410.0,5576.0,0.0,05051
17897.0,14079.0,10773.0,0.0,0.0,3305.0,1.0,3818.0,2271.0,241.0,343.0,963.0,0.0,05053
42746.0,28036.0,24903.0,10.0,29.0,3094.0,0.0,14710.0,9044.0,2371.0,1637.0,1658.0,0.0,05055
22006.0,15178.0,12265.0,0.0,0.0,2913.0,0.0,6828.0,3758.0,589.0,774.0,1707.0,0.0,05057
31416.0,22983.0,16432.0,0.0,3.0,6511.0,37.0,8433.0,5197.0,815.0,502.0,1898.0,21.0,05059
13368.0,8697.0,7439.0,0.0,0.0,1258.0,0.0,4671.0,2474.0,775.0,212.0,1210.0,0.0,05061
35924.0,26027.0,21506.0,0.0,22.0,4440.0,59.0,9897.0,5658.0,780.0,903.0,2538.0,18.0,05063
12660.0,9822.0,7525.0,6.0,0.0,2283.0,8.0,2838.0,1881.0,161.0,207.0,589.0,0.0,05065
14269.0,9697.0,8112.0,0.0,0.0,1566.0,19.0,4572.0,2873.0,554.0,519.0,462.0,164.0,05067
67767.0,43136.0,37148.0,119.0,9.0,5848.0,12.0,24631.0,14236.0,2552.0,5625.0,2218.0,0.0,05069
25250.0,18064.0,15476.0,47.0,0.0,2529.0,12.0,7186.0,3735.0,1541.0,630.0,1280.0,0.0,05071
7138.0,5274.0,3870.0,0.0,14.0,1390.0,0.0,1864.0,1297.0,225.0,70.0,272.0,0.0,05073
16415.0,11596.0,10078.0,12.0,0.0,1506.0,0.0,4819.0,3337.0,499.0,542.0,441.0,0.0,05075
8442.0,5008.0,4279.0,10.0,0.0,717.0,2.0,3434.0,2086.0,614.0,402.0,332.0,0.0,05077
9818.0,6969.0,4260.0,0.0,0.0,2688.0,21.0,2849.0,1414.0,369.0,224.0,830.0,12.0,05079
12559.0,9332.0,7874.0,0.0,0.0,1458.0,0.0,3227.0,2029.0,341.0,441.0,416.0,0.0,05081
21352.0,16059.0,14000.0,0.0,0.0,1994.0,65.0,5293.0,3567.0,629.0,299.0,798.0,0.0,05083
70060.0,50386.0,43614.0,4.0,0.0,6755.0,13.0,19674.0,10462.0,2592.0,1758.0,4781.0,81.0,05085
15614.0,11559.0,9094.0,8.0,0.0,2457.0,0.0,4055.0,2653.0,45.0,186.0,1171.0,0.0,05087
16304.0,12711.0,10322.0,13.0,20.0,2316.0,40.0,3593.0,2077.0,413.0,316.0,679.0,108.0,05089
42352.0,27619.0,22371.0,15.0,0.0,5061.0,172.0,14733.0,6894.0,2361.0,4241.0,1237.0,0.0,05091
44012.0,25343.0,22073.0,172.0,0.0,3098.0,0.0,18669.0,11067.0,4686.0,1056.0,1860.0,0.0,05093
7636.0,4661.0,4097.0,72.0,0.0,492.0,0.0,2975.0,1462.0,908.0,365.0,240.0,0.0,05095
9056.0,6983.0,5527.0,16.0,0.0,1372.0,68.0,2073.0,1193.0,75.0,58.0,747.0,0.0,05097
8599.0,5701.0,3946.0,0.0,0.0,1743.0,12.0,2898.0,1970.0,121.0,96.0,711.0,0.0,05099
7996.0,6895.0,5935.0,0.0,0.0,960.0,0.0,1101.0,711.0,22.0,123.0,245.0,0.0,05101
24663.0,16209.0,13360.0,25.0,0.0,2824.0,0.0,8454.0,5823.0,1105.0,984.0,542.0,0.0,05103
10098.0,8219.0,5874.0,12.0,0.0,2284.0,49.0,1879.0,1290.0,137.0,64.0,388.0,0.0,05105
20196.0,9666.0,7798.0,41.0,0.0,1798.0,29.0,10530.0,7049.0,1820.0,654.0,1007.0,0.0,05107
10889.0,8391.0,6162.0,6.0,0.0,2196.0,27.0,2498.0,1448.0,273.0,214.0,563.0,0.0,05109
23841.0,14225.0,12313.0,113.0,0.0,1732.0,67.0,9616.0,5887.0,2553.0,386.0,786.0,4.0,05111
20233.0,16510.0,12749.0,156.0,0.0,3556.0,49.0,3723.0,2282.0,323.0,306.0,797.0,15.0,05113
59403.0,41038.0,35244.0,20.0,0.0,5684.0,90.0,18365.0,10423.0,3863.0,2388.0,1579.0,112.0,05115
8270.0,5901.0,4278.0,0.0,9.0,1614.0,0.0,2369.0,1339.0,350.0,202.0,467.0,11.0,05117
384515.0,239437.0,225591.0,1259.0,1163.0,11289.0,135.0,145078.0,63942.0,18714.0,53060.0,9353.0,9.0,05119
17307.0,12714.0,10726.0,113.0,30.0,1835.0,10.0,4593.0,2679.0,965.0,194.0,744.0,11.0,05121
23640.0,13167.0,10853.0,73.0,33.0,2180.0,28.0,10473.0,5764.0,2220.0,1233.0,1247.0,9.0,05123
112405.0,87130.0,73610.0,27.0,32.0,13415.0,46.0,25275.0,13352.0,2417.0,4574.0,4891.0,41.0,05125
10797.0,8006.0,6763.0,42.0,0.0,1162.0,39.0,2791.0,1551.0,603.0,101.0,518.0,18.0,05127
7876.0,6388.0,5125.0,0.0,0.0,1253.0,10.0,1488.0,853.0,76.0,170.0,389.0,0.0,05129
125543.0,79099.0,74113.0,265.0,26.0,4601.0,94.0,46444.0,23993.0,10005.0,11328.0,1090.0,28.0,05131
17084.0,12915.0,9910.0,8.0,0.0,2997.0,0.0,4169.0,2543.0,320.0,137.0,1169.0,0.0,05133
16838.0,12864.0,11057.0,50.0,0.0,1757.0,0.0,3974.0,2600.0,496.0,280.0,595.0,3.0,05135
12361.0,9804.0,7483.0,0.0,0.0,2284.0,37.0,2557.0,1314.0,235.0,160.0,848.0,0.0,05137
40140.0,28421.0,21145.0,0.0,12.0,7177.0,87.0,11719.0,6577.0,682.0,1705.0,2738.0,17.0,05139
16796.0,12864.0,9836.0,34.0,51.0,2865.0,78.0,3932.0,2770.0,109.0,215.0,802.0,36.0,05141
208702.0,119384.0,111313.0,776.0,277.0,7007.0,11.0,89318.0,34303.0,19962.0,31239.0,3741.0,73.0,05143
74944.0,51544.0,42194.0,32.0,0.0,9200.0,118.0,23400.0,12642.0,3015.0,3855.0,3874.0,14.0,05145
6863.0,4231.0,3571.0,0.0,5.0,655.0,0.0,2632.0,1392.0,785.0,205.0,250.0,0.0,05147
21500.0,14099.0,12037.0,0.0,0.0,2062.0,0.0,7401.0,4476.0,600.0,1215.0,1028.0,82.0,05149
1552093.0,855988.0,797836.0,20231.0,25585.0,11981.0,355.0,696105.0,271145.0,124917.0,296310.0,3199.0,534.0,06001
54749.0,40187.0,33553.0,0.0,19.0,6570.0,45.0,14562.0,8877.0,720.0,2563.0,2402.0,0.0,01001
192340.0,137650.0,118219.0,909.0,1416.0,16890.0,216.0,54690.0,26467.0,6694.0,12930.0,8558.0,41.0,01003
24060.0,15169.0,11189.0,13.0,29.0,3900.0,38.0,8891.0,3999.0,1153.0,1060.0,2679.0,0.0,01005
5380.0,4288.0,3776.0,0.0,0.0,512.0,0.0,1092.0,518.0,332.0,32.0,210.0,0.0,17059
13246.0,9955.0,9252.0,12.0,13.0,678.0,0.0,3291.0,2383.0,471.0,196.0,241.0,0.0,17061
50003.0,38504.0,36665.0,387.0,51.0,1348.0,53.0,11499.0,5934.0,2045.0,3003.0,517.0,0.0,17063
8198.0,6596.0,5638.0,0.0,0.0,958.0,0.0,1602.0,781.0,231.0,96.0,494.0,0.0,17065
18460.0,14913.0,14189.0,51.0,20.0,653.0,0.0,3547.0,2296.0,731.0,283.0,237.0,0.0,17067
4173.0,3552.0,2811.0,0.0,10.0,731.0,0.0,621.0,276.0,207.0,9.0,129.0,0.0,17069
6984.0,5568.0,5062.0,6.0,0.0,500.0,0.0,1416.0,1017.0,193.0,47.0,159.0,0.0,17071
49119.0,39803.0,38408.0,251.0,156.0,988.0,0.0,9316.0,6206.0,1245.0,1572.0,293.0,0.0,17073
28582.0,22118.0,21537.0,100.0,37.0,440.0,4.0,6464.0,4541.0,894.0,776.0,253.0,0.0,17075
55233.0,30958.0,27818.0,153.0,51.0,2936.0,0.0,24275.0,8278.0,4809.0,8315.0,2731.0,142.0,17077
9568.0,8175.0,7241.0,0.0,0.0,925.0,9.0,1393.0,980.0,143.0,108.0,162.0,0.0,17079
36474.0,27975.0,21975.0,34.0,88.0,5863.0,15.0,8499.0,4415.0,909.0,1884.0,1291.0,0.0,17081
21672.0,17816.0,16699.0,6.0,26.0,993.0,92.0,3856.0,2518.0,432.0,638.0,256.0,12.0,17083
22195.0,18299.0,17763.0,81.0,14.0,437.0,4.0,3896.0,2418.0,678.0,368.0,432.0,0.0,17085
10931.0,9195.0,7292.0,0.0,11.0,1892.0,0.0,1736.0,886.0,358.0,140.0,349.0,3.0,17087
519190.0,380699.0,367834.0,6406.0,5174.0,1271.0,14.0,138491.0,68941.0,33621.0,34812.0,1025.0,92.0,17089
106769.0,75023.0,69457.0,762.0,118.0,4680.0,6.0,31746.0,16937.0,7172.0,6619.0,1018.0,0.0,17091
119742.0,99074.0,97665.0,677.0,689.0,43.0,0.0,20668.0,14322.0,1678.0,4668.0,0.0,0.0,17093
47840.0,33324.0,32221.0,103.0,113.0,887.0,0.0,14516.0,7991.0,2186.0,3837.0,502.0,0.0,17095
685133.0,516159.0,492336.0,7237.0,8115.0,8396.0,75.0,168974.0,84485.0,25018.0,56546.0,2682.0,243.0,17097
109528.0,82620.0,79036.0,536.0,189.0,2852.0,7.0,26908.0,15520.0,6050.0,4409.0,929.0,0.0,17099
11128.0,8533.0,7969.0,4.0,12.0,541.0,7.0,2595.0,1682.0,313.0,327.0,273.0,0.0,17101
32028.0,24216.0,23201.0,105.0,57.0,850.0,3.0,7812.0,4824.0,1342.0,1488.0,158.0,0.0,17103
33541.0,25455.0,23995.0,202.0,119.0,1139.0,0.0,8086.0,4842.0,1674.0,1246.0,324.0,0.0,17105
23236.0,16116.0,15354.0,159.0,26.0,577.0,0.0,7120.0,4237.0,1557.0,1290.0,36.0,0.0,17107
27802.0,18797.0,17319.0,76.0,343.0,1059.0,0.0,9005.0,4024.0,1845.0,2670.0,466.0,0.0,17109
305776.0,249618.0,244271.0,2073.0,2369.0,905.0,0.0,56158.0,34737.0,8001.0,12948.0,414.0,58.0,17111
165310.0,113158.0,106516.0,807.0,915.0,4900.0,20.0,52152.0,14998.0,9600.0,26523.0,1026.0,5.0,17113
105620.0,75309.0,72578.0,266.0,410.0,2055.0,0.0,30311.0,17573.0,3496.0,8440.0,784.0,18.0,17115
45925.0,36840.0,34174.0,134.0,0.0,2528.0,4.0,9085.0,5543.0,1653.0,948.0,941.0,0.0,17117
262279.0,190749.0,185142.0,1145.0,345.0,4105.0,12.0,71530.0,39860.0,15606.0,13003.0,3040.0,21.0,17119
37882.0,28705.0,22853.0,146.0,50.0,5639.0,17.0,9177.0,4803.0,1634.0,1010.0,1720.0,10.0,17121
11894.0,10084.0,9801.0,28.0,3.0,250.0,2.0,1810.0,1291.0,299.0,129.0,91.0,0.0,17123
13906.0,10816.0,10009.0,18.0,7.0,782.0,0.0,3090.0,1978.0,518.0,303.0,291.0,0.0,17125
14693.0,10736.0,8226.0,181.0,12.0,2317.0,0.0,3957.0,2332.0,465.0,493.0,654.0,13.0,17127
